RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
177.,2014growth,"(1) PTKM-R-A,VPIK-R-A,DDJH-R-A,ARNT-R-A,RIVP-R-A,SAPN-R-A",22.01. 11:17,-8.81%,"-9,20%","-9,38%",
178.,uložničar,"(1) VPIK-R-A,SAPN-R-A,RIVP-R-A,ARNT-R-A,PTKM-R-A,DDJH-R-A",22.01. 14:08,-8.81%,"-9,20%","-9,38%",
179.,JosefBeuys,"(2) ATPL-R-A,KOEI-R-A,ADRS-P-A,ERNT-R-A",24.01. 20:45,-8.84%,"-9,79%","-10,17%",
180.,rmac,"(0) LEDO-R-A,DIOK-R-A,ADRS-R-A,ZVZD-R-A,KRAS-R-A,HT-R-A",09.01. 11:05,-8.97%,"-10,79%","-9,70%",
181.,skrklec,"(1) VPIK-R-A,DDJH-R-A,RIVP-R-A,PTKM-R-A,ARNT-R-A",10.01. 17:50,-8.98%,"-9,46%","-9,33%",
182.,investdeno,"(0) DLKV-R-A,ADPL-R-A,BLJE-R-A,ATGR-R-A,MGMA-R-A,ARNT-R-A",22.01. 10:27,-9.01%,"-10,35%","-9,59%",
183.,b@y@,"(0) INGR-R-A,JDPL-R-A,ATPL-R-A",24.01. 19:16,-9.20%,"-9,20%","-10,53%",
184.,Zeba,"(1) PTKM-R-A,ARNT-R-A,DDJH-R-A,RIVP-R-A",19.01. 13:14,-9.47%,"-10,07%","-9,88%",
185.,dariboz,"(0) ERNT-R-A,DLKV-R-A,MGMA-R-A,HT-R-A,CROS-R-A,INA-R-A",23.01. 13:44,-9.78%,"-14,20%","-10,65%",
186.,calado,"(0) ERNT-R-A,LEDO-R-A,VPIK-R-A,KODT-P-A,ZVZD-R-A,VDKT-R-A",12.01. 02:01,-9.86%,"-14,67%","-10,21%",rule of darts
187.,autsajder,"(0) VPIK-R-A,TNPL-R-A,LKPC-R-A,BLJE-R-A",15.01. 21:39,-9.96%,"-10,17%","-10,80%","TNPL ide bar do 500kn, skupa sa LKPC pretjerano zatučena, slijede puno ljepše vijesti i FI."
188.,dd1979,"(1) PTKM-R-A,DDJH-R-A,RIVP-R-A,VPIK-R-A,RIZO-R-A,BCIN-R-A",04.01. 20:53,-10.12%,"-10,87%","-11,11%",
189.,skeco23,"(1) ATPL-R-A,PTKM-R-A,RIVP-R-A,DDJH-R-A",22.01. 12:26,-10.70%,"-11,31%","-11,28%",
190.,MaliKrokodil,"(1) RIVP-R-A,DLKV-R-A,MGMA-R-A",24.01. 22:29,-11.08%,"-11,81%","-12,41%",idemo 3d printeri!
191.,seneka11,"(0) PTKM-R-A,MGMA-R-A,HT-R-A,ADRS-R-A,ADRS-P-A,ADPL-R-A",23.01. 22:22,-11.22%,"-14,00%","-12,09%",
192.,Pingvin,"(0) ADPL-R-A,ERNT-R-A,VPIK-R-A",24.01. 00:55,-11.30%,"-20,60%","-12,62%",
193.,Konus,"(0) DLKV-R-A,TNPL-R-A,ADRS-P-A,MGMA-R-A,IGH-R-A,JDPL-R-A",22.01. 10:12,-11.55%,"-12,11%","-12,12%",
194.,xyzz,"(0) KOTR-P-A,ADPL-R-A,ATPL-R-A,TNPL-R-A",22.01. 23:18,-11.57%,"-14,83%","-12,15%",
195.,ddevic,"(0) INA-R-A,LEDO-R-A,ERNT-R-A,DIOK-R-A",23.01. 14:01,-11.62%,"-17,80%","-12,49%",
196.,bvidov45,"(0) ADRS-P-A,ADPL-R-A,BLJE-R-A",07.01. 18:53,-11.77%,"-14,69%","-12,87%",
197.,lepi,"(1) VART-R-1,SAPN-R-A,PTKM-R-A",08.01. 11:37,-11.78%,"-11,78%","-12,23%",
198.,piranha22,"(0) ATPL-R-A,MGMA-R-A,JDPL-R-A,TNPL-R-A",21.01. 19:44,-11.92%,"-12,10%","-12,52%",2014 je godina brodara.
199.,leg-dionice,"(0) ARNT-R-A,ATPL-R-A,DLKV-R-A,ADRS-R-A,ADPL-R-A,DIOK-R-A",25.01. 19:50,-11.93%,"-13,42%","-13,25%",Juuuuhhu
200.,asmolcic,"(1) ATPL-R-A,RIVP-R-A,ADPL-R-A,DIOK-R-A",22.01. 09:04,-11.98%,"-14,00%","-12,55%",
201.,potpara,"(1) BLJE-R-A,ATPL-R-A,JDPL-R-A,KOEI-R-A,VPIK-R-A",17.01. 19:25,-12.08%,"-12,47%","-12,49%",
202.,Cela,"(0) HT-R-A,KOEI-R-A,DDJH-R-A,DLKV-R-A,INA-R-A,ADRS-R-A",23.01. 18:48,-12.35%,"-13,91%","-13,22%",
203.,SanjaL13,"(3) BLJE-R-A,ADPL-R-A,ZVZD-R-A",23.01. 16:10,-12.44%,"-14,38%","-13,31%",
204.,siniša1 TRN,"(0) DDJH-R-A,PODR-R-A,ADPL-R-A,INGR-R-A,HT-R-A,KOEI-R-A",22.01. 17:24,-13.42%,"-15,69%","-14,00%",
205.,Master1,"(1) ATPL-R-A,MGMA-R-A,DIOK-R-A,RIVP-R-A,HT-R-A,INGR-R-A",22.01. 23:50,-13.60%,"-14,80%","-14,18%",Rule No.1: Buy good businesses and avoid bad business
206.,dmimd,"(2) DDJH-R-A,ULPL-R-A,BLJE-R-A,RIVP-R-A,DLKV-R-A,ADPL-R-A",24.01. 09:52,-13.64%,"-14,95%","-14,97%",
207.,and5555ab,"(0) INGR-R-A,DLKV-R-A,PODR-R-A,RIZO-R-A,BLJE-R-A,ATPL-R-A",21.01. 22:10,-13.68%,"-13,68%","-14,28%",
208.,nezam,"(0) PTKM-R-A,DLKV-R-A,HIMR-R-A",04.01. 18:07,-15.02%,"-15,02%","-16,01%",
209.,hookawaka,"(0) HT-R-A,BLJE-R-A,INA-R-A,VPIK-R-A",22.01. 12:05,-15.07%,"-16,39%","-15,65%",
210.,dmlakic,"(1) VPIK-R-A,ARNT-R-A,RIVP-R-A,BLJE-R-A,DDJH-R-A,PTKM-R-A",23.01. 13:18,-15.12%,"-15,50%","-15,99%",
211.,drava,"(0) MGMA-R-A,ERNT-R-A,PODR-R-A,DIOK-R-A",24.01. 15:08,-15.34%,"-20,68%","-16,67%",
212.,sasko,"(0) SAPN-R-A,PTKM-R-A,BLJE-R-A,BCIN-R-A,KOES-R-A",07.01. 18:17,-15.43%,"-15,90%","-16,53%",
213.,perobandera,"(1) HT-R-A,INGR-R-A,ADPL-R-A,VDKT-R-A,ERNT-R-A",23.01. 17:19,-15.46%,"-21,49%","-16,33%",
214.,schalke04,"(0) ERNT-R-A,MGMA-R-A,IGH-R-A,INGR-R-A,BLJE-R-A",23.01. 13:02,-15.74%,"-19,98%","-16,61%",izbaci uljeza
215.,Thirdeye,"(1) ADPL-R-A,PODR-R-A,ATPL-R-A",07.01. 11:08,-15.94%,"-17,74%","-17,04%",
216.,lepi 2,"(0) VPIK-R-A,IGH-R-A,BLJE-R-A,DDJH-R-A,KOES-R-A,HUPZ-R-A",03.01. 15:27,-16.12%,"-16,34%","-17,11%",
217.,dgrcic,"(0) ADPL-R-A,DIOK-R-A,ADRS-P-A",24.01. 14:06,-16.66%,"-19,68%","-17,98%",
218.,zimzelen,"(5) KSST-R-A,ZVZD-R-A,VART-R-1,SNHO-R-A",22.01. 01:13,-17.08%,"-17,90%","-17,65%",
219.,imperator,"(1) BLJE-R-A,HT-R-A,RIVP-R-A,DDJH-R-A,PTKM-R-A,ADRS-R-A",23.01. 18:43,-17.43%,"-18,92%","-18,30%",
220.,Argonaut,"(5) BLJE-R-A,ATPL-R-A,HIMR-R-A",02.01. 22:07,-18.00%,"-18,00%","-19,16%",
221.,tatamario,"(0) HT-R-A,ATPL-R-A,IGH-R-A,VDKT-R-A,INGR-R-A",21.01. 17:45,-18.47%,"-19,52%","-19,07%",baš da vidimo kako će građevinari odraditi 2014. godinu
222.,Stipe M.,"(1) RIVP-R-A,ERNT-R-A,BLJE-R-A,PTKM-R-A,SAPN-R-A,DDJH-R-A",24.01. 23:39,-18.67%,"-22,23%","-20,00%",
223.,vlenac,"(2) PTKM-R-A,DDJH-R-A,RIVP-R-A",22.01. 16:28,-18.76%,"-19,48%","-19,33%",
224.,slave,"(1) DDJH-R-A,RIVP-R-A,IGH-R-A,ADPL-R-A,PTKM-R-A",05.01. 00:07,-19.01%,"-20,51%","-20,00%",
225.,Insajder,"(2) DDJH-R-A,INA-R-A,LPLH-R-A,ATPL-R-A,PTKM-R-A,HIMR-R-A",23.01. 22:52,-19.33%,"-22,46%","-20,20%",
226.,krespo,"(0) DDJH-R-A,PODR-R-A,INGR-R-A",22.01. 11:13,-19.59%,"-19,59%","-20,16%",
227.,Carmel by the Sea,"(0) IPKK-R-A,INGR-R-A,PODR-R-A",09.01. 17:34,-19.74%,"-19,74%","-20,48%",
228.,wyswyg,"(2) VPIK-R-A,HT-R-A,ATPL-R-A,HDEL-R-A,RIVP-R-A,DLKV-R-A",23.01. 02:04,-19.80%,"-20,92%","-20,67%",
229.,kokolo,"(0) VPIK-R-A,DDJH-R-A,RIZO-R-A",13.01. 18:17,-20.01%,"-20,01%","-20,28%",
230.,trebor,"(0) INGR-R-A,VDKT-R-A,BLJE-R-A,DDJH-R-A,DLKV-R-A,ARNT-R-A",05.01. 15:56,-20.21%,"-20,21%","-21,20%",
231.,agaspar,"(0) DDJH-R-A,BLJE-R-A,ADRS-P-A,DLKV-R-A,HUPZ-R-A,ULPL-R-A",23.01. 10:21,-20.36%,"-20,98%","-21,23%",
232.,_sin_,"(4) ATGR-R-A,HIMR-R-A,INGR-R-A",04.01. 22:22,-20.60%,"-20,60%","-21,58%",
233.,pantera,"(0) ADPL-R-A,HT-R-A,ERNT-R-A,PTKM-R-A,LEDO-R-A,VDKT-R-A",22.01. 13:38,-20.75%,"-26,81%","-21,32%",Kolo sreće se okreće
234.,domzege,"(0) ERNT-R-A,THNK-R-A,VPIK-R-A,DDJH-R-A",25.01. 14:07,-20.89%,"-26,23%","-22,21%",
235.,power,"(0) ADPL-R-A,INGR-R-A,VPIK-R-A",25.01. 21:47,-21.12%,"-23,30%","-22,45%",
236.,marin19,"(0) PTKM-R-A,INA-R-A,ERNT-R-A",25.01. 16:35,-21.17%,"-28,29%","-22,49%",
237.,tu sem najjaci,"(0) IGH-R-A,INGR-R-A,DLKV-R-A,INA-R-A",22.01. 16:05,-21.41%,"-21,41%","-21,98%",
238.,charlie79,"(0) INGR-R-A,ZVZD-R-A,ULPL-R-A",24.01. 18:15,-21.70%,"-21,70%","-23,02%",
239.,ksst,"(1) INGR-R-A,LEDO-R-A,MGMA-R-A,PTKM-R-A,DIOK-R-A,RIVP-R-A",23.01. 13:51,-22.00%,"-22,87%","-22,87%",
240.,vinkovci,"(2) ARNT-R-A,PTKM-R-A,DDJH-R-A",25.01. 20:09,-22.02%,"-22,02%","-23,35%",
241.,Patrikk,"(0) ADPL-R-A,ERNT-R-A,KODT-R-A,PTKM-R-A",06.01. 17:19,-22.91%,"-30,94%","-23,90%",
242.,rajbos,"(1) RIZO-R-A,ADPL-R-A,ATPL-R-A,PTKM-R-A",16.01. 19:46,-23.23%,"-24,91%","-23,66%",
243.,kssefi,"(2) HDEL-R-A,DDJH-R-A,BLJE-R-A,ULPL-R-A,ATPL-R-A,RIVP-R-A",25.01. 22:21,-23.77%,"-24,11%","-25,10%",
244.,blje,"(0) MGMA-R-A,ADPL-R-A,PTKM-R-A,BLJE-R-A,ADRS-R-A",24.01. 09:32,-23.77%,"-25,57%","-25,10%",
245.,manica,"(2) PTKM-R-A,ARNT-R-A,DDJH-R-A",23.01. 17:11,-23.92%,"-23,92%","-24,79%",
246.,borg,"(0) ATPL-R-A,DLKV-R-A,VDKT-R-A,JDRA-R-A",13.01. 22:22,-24.57%,"-24,57%","-24,84%",
247.,san jin,"(0) DLKV-R-A,ARNT-R-A,PTKM-R-A,ZVZD-R-A,ADPL-R-A,VPIK-R-A",12.01. 17:45,-25.30%,"-26,38%","-25,65%",2014 kaj bu da bu....
248.,kacbu,"(0) PTKM-R-A,DDJH-R-A,RIZO-R-A",21.01. 20:47,-25.51%,"-25,51%","-26,11%",
249.,didi,"(1) ATPL-R-A,THNK-R-A,PTKM-R-A",22.01. 22:10,-25.67%,"-25,67%","-26,25%",
250.,tute,"(0) IGH-R-A,KOEI-R-A,DLKV-R-A,MGMA-R-A",21.01. 12:24,-25.74%,"-26,18%","-26,34%",
251.,istriano,"(9) ATLN-R-A,KSST-R-A,ATPL-R-A,RIVP-R-A,SAPN-R-A,LKRI-R-A",04.01. 12:16,-25.77%,"-30,29%","-26,75%",
252.,grajfer77,"(0) DLKV-R-A,KRAS-R-A,IGH-R-A",22.01. 08:59,-25.82%,"-25,82%","-26,40%",
253.,MarinP,"(1) PTKM-R-A,DDJH-R-A,RIVP-R-A,ATPL-R-A",23.01. 17:25,-25.88%,"-26,39%","-26,75%",
254.,levito,"(1) VPIK-R-A,IPKK-R-A,ATPL-R-A",03.01. 22:09,-26.08%,"-26,08%","-27,07%",
255.,marnik,"(0) ZVZD-R-A,BLJE-R-A,VPIK-R-A,ATPL-R-A",04.01. 17:46,-26.52%,"-26,52%","-27,50%",
256.,KeyserSoze,"(0) BLJE-R-A,VPIK-R-A,ZVZD-R-A",13.01. 16:54,-27.05%,"-27,05%","-27,32%",
257.,enigma,"(0) VPIK-R-A,LKPC-R-A,PTKM-R-A",24.01. 19:57,-27.12%,"-27,12%","-28,45%",Hajduk živi vječno.
258.,dino73,"(2) PTKM-R-A,VPIK-R-A,RIVP-R-A,MGMA-R-A,ATPL-R-A,DDJH-R-A",21.01. 22:16,-27.17%,"-27,49%","-27,77%",
259.,cezar136,"(2) INGR-R-A,ADPL-R-A,IPKK-R-A,BLJE-R-A,ATPL-R-A,VIRO-R-A",10.01. 12:54,-27.83%,"-28,81%","-28,18%",
260.,primitivac,"(0) PTKM-R-A,KOEI-R-A,HT-R-A",21.01. 21:33,-27.92%,"-30,26%","-28,52%",
261.,random_walk,"(0) DLKV-R-A,BLJE-R-A,PTKM-R-A,VDKT-R-A,ATGR-R-A,PODR-R-A",17.01. 10:20,-27.96%,"-28,20%","-28,37%",
262.,Johnny2,"(0) KODT-P-A,ADPL-R-A,DDJH-R-A,DLKV-R-A",22.01. 14:37,-28.39%,"-31,17%","-28,96%",
263.,Usisac,"(0) ATPL-R-A,DDJH-R-A,HT-R-A,BLJE-R-A,PTKM-R-A,HUPZ-R-A",22.01. 19:48,-29.16%,"-30,22%","-29,73%",Samo veselo!
264.,bigblu,"(1) KSST-R-A,AUHR-R-A,LKRI-R-A,PODR-R-A",16.01. 11:07,-29.16%,"-30,08%","-29,58%",
265.,Facazplaca,"(4) HT-R-A,INGR-R-A,ADPL-R-A,BLJE-R-A",07.01. 16:05,-29.19%,"-31,03%","-30,29%",
266.,tataraga,"(0) ULPL-R-A,BLJE-R-A,IPKK-R-A,VPIK-R-A,ATPL-R-A",24.01. 10:33,-29.31%,"-29,31%","-30,64%",
267.,korisnik:,"(1) ADPL-R-A,DDJH-R-A,PTKM-R-A,ZVZD-R-A,RIZO-R-A",14.01. 16:38,-29.99%,"-31,27%","-30,58%",
268.,TomJack,"(2) INGR-R-A,ADRS-R-A,PTKM-R-A",22.01. 09:25,-31.00%,"-31,64%","-31,57%",
269.,pavijan,"(5) BLJE-R-A,VPIK-R-A,INGR-R-A",23.01. 13:23,-31.73%,"-31,73%","-32,60%",.....
270.,plavi1981,"(0) IPKK-R-A,ADPL-R-A,BLJE-R-A",25.01. 19:10,-31.76%,"-33,94%","-33,09%",
271.,nakfra666,"(1) PTKM-R-A,ADRS-P-A,ARNT-R-A",22.01. 09:15,-31.85%,"-32,47%","-32,43%",
272.,lost,"(0) MGMA-R-A,DIOK-R-A,INGR-R-A",23.01. 08:00,-32.75%,"-32,75%","-33,62%",Samo u igri...
273.,koom1,"(4) HIMR-R-A,HMST-R-A,JDPL-R-A",15.01. 22:10,-33.33%,"-33,33%","-34,18%",
274.,denis1,"(1) LKRI-R-A,INA-R-A,DDJH-R-A",24.01. 18:17,-33.43%,"-33,43%","-34,75%",
275.,no name,"(0) DLKV-R-A,INGR-R-A,IGH-R-A",21.01. 12:21,-33.77%,"-33,77%","-34,37%",
276.,if555,"(1) DLKV-R-A,INGR-R-A,BD62-R-A",12.01. 23:11,-34.37%,"-34,37%","-34,72%",
277.,tom2001,"(0) INGR-R-A,DLKV-R-A,ATPL-R-A,ERNT-R-A,PTKM-R-A",23.01. 09:57,-34.78%,"-39,03%","-35,66%",
278.,morski vuk,"(3) ATPL-R-A,RIVP-R-A,JDPL-R-A,VART-R-1,PTKM-R-A",23.01. 11:22,-35.48%,"-35,81%","-36,35%",
279.,brutalno,"(0) INGR-R-A,DDJH-R-A,DLKV-R-A,THNK-R-A",24.01. 17:32,-37.02%,"-37,02%","-38,35%",
280.,tomekr,"(0) KOEI-R-A,DDJH-R-A,PTKM-R-A",25.01. 14:32,-40.98%,"-41,56%","-42,31%",
281.,veho_sb,"(2) DDJH-R-A,VPIK-R-A,VDKT-R-A,PTKM-R-A",06.01. 23:31,-45.47%,"-45,47%","-46,46%",
282.,poje,"(0) DIOK-R-A,INGR-R-A,DLKV-R-A",22.01. 08:13,-46.68%,"-46,68%","-47,26%",ViziA
283.,randomizer,"(0) ADPL-R-A,DDJH-R-A,PTKM-R-A",23.01. 11:00,-47.63%,"-49,83%","-48,51%",
284.,novive,"(2) BLJE-R-A,MGMA-R-A,DIOK-R-A,ATPL-R-A,INGR-R-A,PTKM-R-A",21.01. 14:19,-48.62%,"-48,62%","-49,22%",
285.,durdevcan,"(0) MGMA-R-A,PTKM-R-A,DDJH-R-A",21.01. 18:40,-50.29%,"-50,29%","-50,89%",
