RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
185.,slave,"(0) DDJH-R-A,RIVP-R-A,LKPC-R-A,ARNT-R-A,DLKV-R-A",25.01. 23:56,29.88%,"29,35%","3,86%",
186.,Cinik,"(0) RIVP-R-A,MAIS-R-A,DLKV-R-A",19.01. 12:07,29.76%,"28,86%","2,82%",
187.,2016,"(0) DDJH-R-A,HIMR-R-A,LRH-R-A,DLKV-R-A",23.01. 14:08,29.22%,"29,06%","3,05%",
188.,cjosip,"(0) HT-R-A,ADRS-P-A,ADPL-R-A,LRH-R-A",24.01. 15:33,29.18%,"23,83%","3,02%",
189.,hrposejdon,"(0) LKPC-R-A,SUNH-R-A,DLKV-R-A,ATPL-R-A,DDJH-R-A,BLJE-R-A",11.01. 15:43,29.15%,"29,15%","5,62%",
190.,Mathew23,"(0) KRAS-R-A,ADRS-P-A,LKRI-R-A,RIVP-R-A",22.01. 10:52,28.92%,"27,17%","2,75%",
191.,dzontravolta,"(4) KOEI-R-A,PODR-R-A,TPNG-R-A",15.01. 12:36,28.80%,"23,05%","1,21%",sve će mamić i dinamo platit
192.,jurax,"(0) ERNT-R-A,RIVP-R-A,JDGT-R-A",22.01. 11:14,28.73%,"22,56%","2,56%",
193.,vedrinho,"(1) HPB-R-A,LEDO-R-A,LRH-R-A,ADPL-R-A",04.01. 12:07,28.62%,"23,56%","7,03%",
194.,bik600,"(0) ADRS-P-A,PODR-R-A,ACI-R-A,ARNT-R-A",10.01. 19:38,28.57%,"26,32%","5,37%",
195.,germa,"(1) LRH-R-A,RIVP-R-A,DDJH-R-A",05.01. 10:58,28.52%,"27,61%","6,26%",
196.,Thirdeye,"(0) ATGR-R-A,HT-R-A,PODR-R-A,OPTE-R-A,DDJH-R-A,LKRI-R-A",06.01. 09:54,28.41%,"27,07%","6,15%",
197.,binda46,"(0) HIMR-R-A,INA-R-A,SUNH-R-A,MAIS-R-A",20.01. 01:35,28.36%,"28,21%","1,85%",
198.,harry,"(0) ERNT-R-A,RIVP-R-A,ATGR-R-A",11.01. 16:51,28.34%,"23,60%","4,81%",
199.,tinkica,"(2) TNPL-R-A,ADPL-R-A,JDGT-R-A",03.01. 22:01,28.25%,"21,63%","6,63%",
200.,Ivan1902,"(0) ACI-R-A,LRH-R-A,HPB-R-A,ADRS-P-A,PRFC-R-A,OPTE-R-A",04.01. 08:44,28.18%,"26,65%","6,58%",
201.,gustav,"(0) RIVP-R-A,BLJE-R-A,KOEI-R-A,ZABA-R-A,PLAG-R-A",18.01. 09:50,28.06%,"27,16%","1,61%",
202.,imotski,"(1) DDJH-R-A,RIVP-R-A,ADRS-P-A,ATGR-R-A",08.01. 14:57,28.04%,"25,95%","4,85%",
203.,mate73,"(0) ATGR-R-A,RIVP-R-A,DDJH-R-A,ARNT-R-A,ADRS-R-A,RIZO-R-A",25.01. 22:56,27.76%,"26,53%","1,75%",
204.,ddevic,"(4) ADRS-R-A,PLAG-R-A,RIVP-R-A",21.01. 10:02,27.74%,"24,39%","2,12%",
205.,nimije,"(1) ADPL-R-A,DLKV-R-A,LKRI-R-A",25.01. 12:58,27.67%,"23,41%","1,65%",
206.,funny,"(0) DLKV-R-A,HBRL-R-A,OPTE-R-A",03.01. 22:12,27.59%,"27,59%","5,97%",
207.,goran91415,"(0) PODR-R-A,ARNT-R-A,LRH-R-A,RIVP-R-A,ADRS-P-A,INA-R-A",22.01. 14:32,27.47%,"25,93%","1,30%",
208.,zbigecani,"(0) DLKV-R-A,DDJH-R-A,ERNT-R-A",19.01. 11:06,27.41%,"24,06%","0,48%",
209.,rmac,"(0) TPNG-R-A,ZABA-R-A,ADRS-P-A,ERNT-R-A",08.01. 12:22,27.38%,"22,54%","4,18%",
210.,kuhhll,"(0) MAIS-R-A,RIVP-R-A,ACI-R-A",11.01. 00:26,27.36%,"25,60%","3,83%",
211.,legovicdionice,"(0) ARNT-R-A,MAIS-R-A,KRAS-R-A,RIVP-R-A,ADRS-R-A,ERNT-R-A",08.01. 13:38,27.35%,"24,78%","4,15%",
212.,piranha22,"(0) DDJH-R-A,JNAF-R-A,DLKV-R-A",22.01. 13:50,27.35%,"26,32%","1,18%",
213.,marne,"(2) PODR-R-A,ATGR-R-A,DLKV-R-A,INGR-R-A",24.01. 17:07,27.33%,"24,61%","1,16%",
214.,ALFON,"(1) LPLH-R-A,DLKV-R-A,RIVP-R-A",25.01. 09:17,27.29%,"26,49%","1,28%",
215.,Nenki,"(0) PODR-R-A,ZABA-R-A,KOEI-R-A",25.01. 22:10,27.23%,"25,85%","1,21%",Don't waste your time stressing over things you can't change...
216.,barisa,"(0) RIVP-R-A,DDJH-R-A,RIZO-R-A",23.01. 16:06,27.09%,"26,21%","0,92%",
217.,lacroma,"(0) ADPL-R-A,DDJH-R-A,LKPC-R-A,RIZO-R-A,RIVP-R-A",25.01. 17:20,27.08%,"24,01%","1,07%",
218.,mpicek,"(2) MAIS-R-A,ARNT-R-A,RIVP-R-A,ADRS-P-A,ADRS-R-A,ATGR-R-A",13.01. 13:39,26.99%,"25,17%","1,72%",
219.,kutuzov,"(0) RIZO-R-A,ARNT-R-A,LRH-R-A,RIVP-R-A,HIMR-R-A",07.01. 18:38,26.86%,"26,24%","3,98%",Prinos iznad OTP indeksnog fonda
220.,Kova031,"(0) ADRS-P-A,RIVP-R-A,ATGR-R-A,INA-R-A,HT-R-A",25.01. 16:20,26.72%,"24,13%","0,71%",
221.,ivana1101,"(0) ZABA-R-A,LEDO-R-A,KRAS-R-A",25.01. 21:24,26.66%,"25,08%","0,65%",
222.,PabloEscobar,"(3) RIVP-R-A,VDKT-R-A,HT-R-A",19.01. 19:58,26.62%,"22,51%","-0,32%",
223.,zgtd,"(2) DLKV-R-A,RIVP-R-A,PODR-R-A,DDJH-R-A",07.01. 14:38,26.61%,"25,36%","3,73%",
224.,Usisac,"(0) PODR-R-A,KOEI-R-A,ADPL-R-A,ADRS-R-A,ATGR-R-A,ERNT-R-A",25.01. 21:07,26.61%,"21,31%","0,59%",Pobjednik u krizi koristi priliku!
225.,Turki,"(0) KOEI-R-A,MAIS-R-A,ZABA-R-A",25.01. 21:39,26.55%,"25,91%","0,54%",I never lose. Either I win or I learn.
226.,cjkaucic,"(0) ARNT-R-A,RIVP-R-A,ADRS-P-A,VDKT-R-A,RIZO-R-A",25.01. 17:04,26.51%,"25,11%","0,49%",
227.,petz,"(0) LKRI-R-A,ADRS-P-A,LRH-R-A,RIVP-R-A",25.01. 10:32,26.32%,"24,57%","0,31%",kupi jefitno - prodaj skupo
228.,med_medi,"(1) RIVP-R-A,ERNT-R-A,ADRS-P-A,ADPL-R-A,HT-R-A,JDGT-R-A",21.01. 21:13,26.21%,"20,73%","0,59%",
229.,markolis,"(0) BLJE-R-A,RIVP-R-A,DLKV-R-A,DDJH-R-A,ADRS-P-A",08.01. 10:59,26.21%,"24,88%","3,01%",
230.,Lusi,"(0) ACI-R-A,PLAG-R-A,ERNT-R-A,LEDO-R-A",19.01. 18:04,26.06%,"21,64%","-0,88%",
231.,Mrle,"(0) RIVP-R-A,TUHO-R-A,ADRS-R-A,ERNT-R-A",05.01. 21:28,26.06%,"21,79%","3,80%",
232.,Rdz,"(0) ATGR-R-A,RIVP-R-A,DDJH-R-A,TPNG-R-A,ADRS-P-A,DLKV-R-A",06.01. 01:55,26.00%,"23,71%","3,74%",
233.,Bez,"(0) LRH-R-A,RIVP-R-A,ADRS-P-A",07.01. 14:30,25.91%,"23,69%","3,03%",
234.,vvfn,"(0) LRH-R-A,RIVP-R-A,PLAG-R-A",24.01. 10:20,25.91%,"25,03%","-0,26%",
235.,Josip92,"(0) BLJE-R-A,ADPL-R-A,ACI-R-A",25.01. 01:13,25.90%,"20,78%","-0,11%",
236.,mtrnka,"(0) HUPZ-R-A,PLAG-R-A,BLJE-R-A,ERNT-R-A,LEDO-R-A",20.01. 15:55,25.80%,"22,65%","-0,72%",
237.,kisko-top,"(1) ADPL-R-A,SUNH-R-A,RIZO-R-A,DDJH-R-A,RIVP-R-A,ADRS-R-A",08.01. 12:52,25.74%,"22,85%","2,54%",ide...
238.,marvul,"(0) DDJH-R-A,ATGR-R-A,MAIS-R-A",25.01. 18:48,25.72%,"25,17%","-0,29%",
239.,Dino1,"(0) ADPL-R-A,HUPZ-R-A,KODT-R-A,MAIS-R-A,LKPC-R-A,ATGR-R-A",24.01. 09:54,25.59%,"22,43%","-0,58%",
240.,drazen40,"(0) MAIS-R-A,DLKV-R-A,DDJH-R-A",25.01. 19:36,25.53%,"25,53%","-0,49%",
241.,obiwan,"(0) SUNH-R-A,ARNT-R-A,DLKV-R-A,MAIS-R-A",19.01. 11:49,25.43%,"25,43%","-1,51%",
242.,dionicemoje,"(1) KODT-P-A,ADRS-P-A,ZABA-R-A,ERNT-R-A,HT-R-A",03.01. 22:41,25.26%,"20,87%","3,64%",
243.,LenyT,"(1) TPNG-R-A,PODR-R-A,ARNT-R-A,ADRS-P-A,RIVP-R-A,ATPL-R-A",04.01. 23:29,25.21%,"22,81%","3,62%","u boj, u boj"
244.,belje,"(0) DLKV-R-A,BLJE-R-A,ADRS-P-A,ADRS-R-A,RIVP-R-A",23.01. 11:43,25.11%,"23,10%","-1,05%",
245.,EvaRain,"(1) ARNT-R-A,ADRS-R-A,DDJH-R-A,MAIS-R-A,LRH-R-A",24.01. 18:34,25.10%,"24,51%","-1,06%",
246.,ivo099,"(1) LEDO-R-A,ADPL-R-A,HT-R-A",25.01. 20:35,25.07%,"21,12%","-0,95%",
247.,šterci,"(4) VART-R-1,OPTE-R-A,INGR-R-A",03.01. 19:34,24.99%,"17,82%","3,37%",prosjaci i sinovi
248.,Josef,"(5) PODR-R-A,ADRS-P-A,ADRS-R-A",25.01. 16:44,24.95%,"23,36%","-1,07%",
249.,tabakera,"(0) ERNT-R-A,HT-R-A,ADRS-P-A,LKPC-R-A,RIVP-R-A,DLKV-R-A",18.01. 23:36,24.87%,"21,29%","-1,59%",
250.,tunjiko,"(0) MAIS-R-A,ADRS-R-A,HT-R-A",18.01. 22:43,24.84%,"22,35%","-1,62%",
251.,koenigsegg,"(0) DDJH-R-A,ADRS-P-A,ADRS-R-A,MAIS-R-A,ATGR-R-A",08.01. 15:56,24.80%,"23,08%","1,61%",
252.,ivanoreskovic,"(2) ADPL-R-A,SUNH-R-A,ZABA-R-A,HT-R-A,DLKV-R-A,ZVZD-R-A",05.01. 11:11,24.80%,"23,51%","2,54%","prognoza preko 50% prinos u 2016, pa da vidimo:), LRH je izabran jer nisam mogao derivate SNHO"
253.,wyswyg,"(0) ATGR-R-A,RIVP-R-A,DLKV-R-A,PODR-R-A",24.01. 19:48,24.64%,"23,01%","-1,53%",
254.,BARIKB,"(0) ADRS-P-A,HIMR-R-A,RIVP-R-A,RIZO-R-A,JDGT-R-A",09.01. 20:07,24.57%,"21,97%","1,37%",
255.,mandatar,"(0) BLJE-R-A,DLKV-R-A,HBRL-R-A,ADPL-R-A",05.01. 11:01,24.53%,"21,32%","2,27%",
256.,luka.os,"(0) LRH-R-A,RIVP-R-A,ADRS-P-A",04.01. 18:47,24.50%,"22,31%","2,91%",
257.,famulatus,"(1) VDKT-R-A,ILRA-R-A,TPNG-R-A,HIMR-R-A",03.01. 22:53,24.43%,"22,43%","2,81%",
258.,oknar,"(11) OPTE-R-A,DDJH-R-A,INGR-R-A",03.01. 19:04,24.40%,"17,96%","2,78%",
259.,valsiroB cetevS,"(0) DDJH-R-A,ATGR-R-A,PODR-R-A,ADRS-R-A,MAIS-R-A",24.01. 18:08,24.37%,"22,98%","-1,79%",
260.,thebookthief,"(0) ADRS-R-A,ACI-R-A,ATGR-R-A,MAIS-R-A,DDJH-R-A",25.01. 11:21,24.25%,"22,77%","-1,76%",
261.,lovac 001,"(0) DDJH-R-A,SAPN-R-A,OPTE-R-A,RIZO-R-A",08.01. 21:15,24.17%,"24,17%","0,97%",
262.,propalica,"(2) ADRS-R-A,MDKA-R-A,ATGR-R-A,ADRS-P-A,HIMR-R-A",04.01. 13:10,23.90%,"22,16%","2,30%",
263.,dudo,"(2) LKPC-R-A,ADRS-R-A,DDJH-R-A,VART-R-1",05.01. 21:56,23.76%,"22,99%","1,50%",
264.,nkotur,"(0) ADRS-P-A,DLKV-R-A,JNAF-R-A,LKPC-R-A,MAIS-R-A,RIVP-R-A",25.01. 19:17,23.61%,"21,93%","-2,40%",
265.,tiregist,"(3) OPTE-R-A,BD62-R-A,VIRO-R-A",03.01. 21:56,23.49%,"22,05%","1,88%",
266.,Goran_12,"(3) PBZ-R-A,PTKM-R-A,PODR-R-A",05.01. 10:03,23.44%,"21,35%","1,18%",
267.,edukacija,"(0) LKRI-R-A,ADPL-R-A,TPNG-R-A",03.01. 22:22,23.38%,"17,51%","1,77%",
268.,rumor,"(1) KRAS-R-A,PVCM-R-A,RIZO-R-A",22.01. 19:06,23.25%,"23,25%","-2,92%",
269.,dkkk,"(9) HUPZ-R-A,MAIS-R-A,ERNT-R-A,MDKA-R-A,HPB-R-A",10.01. 21:18,23.17%,"17,01%","-0,03%",
270.,domagoj05,"(0) PLAG-R-A,RIVP-R-A,VDKT-R-A,MAIS-R-A,ADRS-R-A,LRH-R-A",25.01. 17:53,22.83%,"21,87%","-3,19%",
271.,probook,"(0) VDKT-R-A,TUHO-R-A,HPB-R-A,ZABA-R-A,DLKV-R-A,HT-R-A",12.01. 15:35,22.79%,"21,38%","-0,44%",Pobjednička kombinacija!
272.,Gaxa,"(0) VERN-R-A,ZABA-R-A,KRAS-R-A,PBZ-R-A,PODR-R-A,INA-R-A",18.01. 20:07,22.76%,"22,09%","-3,69%",
273.,Zoran13,"(0) PODR-R-A,LEDO-R-A,ADRS-R-A,HT-R-A,ATGR-R-A,RIVP-R-A",06.01. 21:30,22.74%,"19,73%","0,48%",FINIS CORONAT OPUS.
274.,kungpao 2,"(0) KODT-P-A,LRH-R-A,RIVP-R-A,ADRS-R-A,JMNC-R-A",05.01. 12:20,22.71%,"20,45%","0,45%",
275.,Ružica Stanić,"(0) ADRS-R-A,DLKV-R-A,BLJE-R-A,HT-R-A,RIVP-R-A",23.01. 16:13,22.68%,"20,68%","-3,49%",
276.,ticino,"(2) LKRI-R-A,LRHC-R-A,KRAS-R-A",19.01. 14:14,22.47%,"20,87%","-4,47%",
277.,zed,"(3) RIZO-R-A,PVCM-R-A,ADRS-P-A,PTKM-R-A,OPTE-R-A,ADPL-R-A",25.01. 18:44,22.43%,"21,52%","-3,58%",
278.,plavi,"(5) BLJE-R-A,ADRS-R-A,MDKA-R-A,ADRS-P-A,LEDO-R-A",21.01. 09:04,22.37%,"19,14%","-3,25%",
279.,Hrx84,"(1) ZABA-R-A,ACI-R-A,ATGR-R-A,ADRS-P-A",05.01. 21:18,22.33%,"19,92%","0,07%",
280.,GARFIELDED,"(0) ERNT-R-A,JNAF-R-A,LEDO-R-A,ACI-R-A,DLKV-R-A",23.01. 20:14,22.15%,"18,02%","-4,01%",
281.,chippo,"(0) RIVP-R-A,BLJE-R-A,DLKV-R-A",25.01. 17:06,21.91%,"21,04%","-4,10%",
282.,baranjero,"(0) PBZ-R-A,BLJE-R-A,JDGT-R-A,SAPN-R-A,OPTE-R-A",06.01. 22:09,21.54%,"20,07%","-0,72%",
283.,JAKOV,"(0) BLJE-R-A,ADRS-P-A,ADPL-R-A,DLKV-R-A",12.01. 14:02,21.51%,"17,41%","-1,72%",
284.,ING2,"(0) DLKV-R-A,MAIS-R-A,OPTE-R-A,DDJH-R-A,BLJE-R-A,VDKT-R-A",24.01. 22:38,21.43%,"21,43%","-4,74%",
285.,mango025,"(0) MAIS-R-A,ADRS-R-A,SUNH-R-A",25.01. 21:52,21.41%,"20,37%","-4,61%",
286.,Mika7,"(0) DLKV-R-A,ADPL-R-A,ERNT-R-A,RIZO-R-A,BLJE-R-A,DDJH-R-A",25.01. 20:15,21.31%,"17,50%","-4,70%",
287.,mjosic,"(1) INGR-R-A,DLKV-R-A,DDJH-R-A,BLJE-R-A",11.01. 18:14,21.11%,"21,11%","-2,42%",
288.,giambi,"(0) ERNT-R-A,ATGR-R-A,KODT-R-A",22.01. 13:53,20.97%,"15,81%","-5,20%",
289.,citroence,"(0) RIVP-R-A,ADRS-R-A,RIZO-R-A,ATGR-R-A,LEDO-R-A",16.01. 12:18,20.96%,"18,50%","-6,63%",
290.,Facazplaca,"(2) RIVP-R-A,HT-R-A,ZABA-R-A",04.01. 21:22,20.90%,"19,53%","-0,69%",
291.,sadas,"(0) KODT-P-A,ADRS-P-A,ATGR-R-A",05.01. 01:25,20.83%,"17,57%","-1,43%",
292.,ratko41,"(6) HDEL-R-A,ADRS-P-A,DLKV-R-A",05.01. 13:06,20.74%,"18,47%","-1,52%",
293.,mmarcinko,"(0) KOEI-R-A,ZABA-R-A,LEDO-R-A,KRAS-R-A,INA-R-A",10.01. 14:40,20.69%,"19,38%","-2,51%",
294.,Frida,"(0) KRAS-R-A,HIMR-R-A,INA-R-A,LRH-R-A,HT-R-A,LEDO-R-A",21.01. 21:23,20.64%,"19,03%","-4,98%",
295.,Aleksandra1992,"(0) KRAS-R-A,LEDO-R-A,BLJE-R-A,ZABA-R-A,PODR-R-A",25.01. 17:15,20.59%,"19,20%","-5,43%",
296.,dasat,"(0) OPTE-R-A,LKPC-R-A,ATGR-R-A,ADPL-R-A,DLKV-R-A",05.01. 09:52,20.54%,"17,65%","-1,72%",Kruh sa sedam kora rezan na tanke fete :)
297.,JARAN1962,"(0) ACI-R-A,INA-R-A,JNAF-R-A,LEDO-R-A,PODR-R-A,HT-R-A",25.01. 13:59,20.27%,"17,44%","-5,75%",
298.,joxdionica,"(1) RIVP-R-A,PRFC-R-A,DDJH-R-A,SUNH-R-A,ATGR-R-A,KOEI-R-A",25.01. 20:51,20.17%,"19,12%","-5,84%",
299.,ivana8984,"(0) LEDO-R-A,ATGR-R-A,ADRS-R-A",24.01. 21:33,20.16%,"17,00%","-6,01%",
300.,devid,"(0) ADRS-P-A,BLJE-R-A,HT-R-A",24.01. 17:49,20.00%,"17,12%","-6,16%",
301.,matzerath,"(0) JMNC-R-A,ADRS-R-A,PODR-R-A",04.01. 23:54,19.99%,"17,68%","-1,60%",
302.,kanZe,"(0) SUNH-R-A,INA-R-A,ADRS-P-A",25.01. 17:47,19.99%,"18,53%","-6,03%",
303.,cbw0807,"(0) KOEI-R-A,ADRS-P-A,HT-R-A,RIVP-R-A,RIZO-R-A,PODR-R-A",13.01. 18:31,19.76%,"17,24%","-5,51%",idemo dalje u sličnom tonu
304.,Cookie,"(0) LRH-R-A,ATGR-R-A,RIVP-R-A,MAIS-R-A,ADRS-P-A,JDGT-R-A",22.01. 09:05,19.73%,"17,32%","-6,44%",
305.,imperator,"(0) ADRS-R-A,RIVP-R-A,KRAS-R-A,INA-R-A,ATGR-R-A",08.01. 07:27,19.70%,"18,30%","-3,50%",
306.,dragan,"(0) SUNH-R-A,OPTE-R-A,BLJE-R-A",24.01. 21:43,19.70%,"19,70%","-6,47%",
307.,FerengiHR,"(0) PODR-R-A,BLJE-R-A,HT-R-A,KODT-R-A,ATGR-R-A,ADRS-P-A",22.01. 08:33,19.63%,"16,92%","-6,53%",
308.,MiaH1991,"(0) LEDO-R-A,PODR-R-A,INA-R-A",20.01. 19:28,19.48%,"17,15%","-7,03%",
309.,mijanaaa,"(0) LEDO-R-A,PODR-R-A,KRAS-R-A,JMNC-R-A,BLJE-R-A,ERNT-R-A",20.01. 19:51,19.31%,"16,10%","-7,20%",
310.,Rubens,"(0) MAIS-R-A,ARNT-R-A,ADRS-R-A,RIZO-R-A,RIVP-R-A",04.01. 10:33,19.17%,"18,11%","-2,42%",
311.,Zoky123,"(2) HT-R-A,ZABA-R-A,KRAS-R-A,ERNT-R-A,ADRS-R-A,PRFC-R-A",25.01. 22:11,19.09%,"16,26%","-6,92%",
312.,ivan zorić,"(0) SAPN-R-A,MAIS-R-A,ATGR-R-A",07.01. 11:06,19.03%,"18,49%","-3,85%",
313.,snupy,"(0) BLJE-R-A,KOEI-R-A,HUPZ-R-A,LEDO-R-A",06.01. 13:50,18.89%,"17,05%","-3,37%",
314.,vlasic25,"(0) BLJE-R-A,ZABA-R-A,ACI-R-A,KRAS-R-A",25.01. 21:58,18.55%,"17,90%","-7,46%",
315.,dejvin,"(0) RIVP-R-A,HT-R-A,SUNH-R-A,LKPC-R-A,LKRI-R-A,MAIS-R-A",05.01. 10:58,18.52%,"17,39%","-3,74%",OROČENA ŠTEDNJA
316.,viktorgasse,"(0) HT-R-A,PODR-R-A,KRAS-R-A",25.01. 14:30,18.47%,"16,30%","-7,54%",
317.,privateer,"(0) PODR-R-A,KRAS-R-A,HT-R-A",25.01. 14:33,18.47%,"16,30%","-7,54%",
318.,NP,"(0) SAPN-R-A,RIZO-R-A,ADRS-R-A,RIVP-R-A,PLAG-R-A",05.01. 15:37,18.32%,"17,26%","-3,94%",
319.,longwalk,"(3) HT-R-A,LEDO-R-A,KRAS-R-A,ZABA-R-A,ERNT-R-A,LKPC-R-A",23.01. 22:14,18.29%,"14,46%","-7,88%",
320.,Trinket,"(0) HT-R-A,ERNT-R-A,BLJE-R-A",25.01. 10:32,18.27%,"13,46%","-7,74%",
321.,cako,"(2) RIZO-R-A,DDJH-R-A,OPTE-R-A,BD62-R-A",04.01. 20:03,18.13%,"18,13%","-3,47%",
322.,kele,"(0) ADRS-R-A,ACI-R-A,DLKV-R-A",25.01. 21:22,18.11%,"16,20%","-7,90%",
323.,virus,"(1) ERNT-R-A,KOEI-R-A,HT-R-A",03.01. 22:19,18.09%,"12,73%","-3,53%",
324.,dart,"(0) KODT-R-A,ADRS-R-A,JDGT-R-A",23.01. 11:18,18.04%,"13,86%","-8,12%",
325.,ds12,"(0) PODR-R-A,ATGR-R-A,ADRS-P-A",04.01. 17:37,17.68%,"15,08%","-3,91%",
326.,KyloRen,"(0) ADRS-R-A,ERNT-R-A,HT-R-A,KRAS-R-A,ATGR-R-A,INA-R-A",25.01. 14:58,17.67%,"14,46%","-8,35%",
327.,barrenwuffet,"(0) RIZO-R-A,RIVP-R-A,ADRS-P-A",05.01. 21:32,17.36%,"15,14%","-4,90%",
328.,mariofr,"(0) ATGR-R-A,RIZO-R-A,RIVP-R-A,SUNH-R-A,ADRS-P-A",05.01. 11:30,17.11%,"15,45%","-5,15%",
329.,Počuča,"(1) PODR-R-A,ADPL-R-A,KOEI-R-A",10.01. 22:24,16.84%,"14,56%","-6,36%",U Počuče najbolja Viagra
330.,split007,"(1) HT-R-A,DLKV-R-A,LKPC-R-A",24.01. 19:37,16.82%,"15,19%","-9,35%",
331.,dobarizlocest,"(2) ADRS-P-A,ZABA-R-A,ERNT-R-A,ADRS-R-A,PRFC-R-A",10.01. 15:03,16.78%,"13,57%","-6,42%",
332.,stellak,"(1) RIVP-R-A,ADRS-R-A,ERNT-R-A",08.01. 10:22,16.15%,"12,40%","-7,04%",novi vjetrovi
333.,Batela,"(0) ADRS-P-A,KOEI-R-A,LRH-R-A,RIVP-R-A,RIZO-R-A,MAIS-R-A",22.01. 21:16,16.10%,"14,62%","-10,06%",
334.,igoru,"(3) ADPL-R-A,KOEI-R-A,TUHO-R-A",03.01. 21:44,16.08%,"10,64%","-5,54%",
335.,ivana.mutapcic,"(0) KRAS-R-A,ERNT-R-A,ATGR-R-A",25.01. 19:07,15.74%,"11,80%","-10,27%",
336.,Fender00,"(0) ADRS-P-A,JDGT-R-A,RIZO-R-A,HIMR-R-A,LKPC-R-A,ILRA-R-A",08.01. 18:34,15.55%,"13,50%","-7,65%",
337.,mariobegic,"(0) ADRS-P-A,SAPN-R-A,RIZO-R-A",13.01. 16:51,14.66%,"13,25%","-10,61%",turizam+industrija
338.,asmolcic,"(0) HT-R-A,ERNT-R-A,RIVP-R-A,ATGR-R-A,RIZO-R-A,LKRI-R-A",04.01. 12:04,14.65%,"11,62%","-6,94%",Ziher
339.,danijelas,"(0) LEDO-R-A,ATGR-R-A,DLKV-R-A",21.01. 15:17,14.55%,"12,41%","-11,07%",
340.,dadoni24,"(0) ADRS-P-A,ERNT-R-A,LKPC-R-A",07.01. 12:26,14.53%,"9,81%","-8,35%",
341.,and5555ab,"(0) DLKV-R-A,PODR-R-A,HT-R-A,LKRI-R-A,BLJE-R-A",23.01. 15:07,14.48%,"13,18%","-11,69%",
342.,trial,"(10) ZB-R-A,ATPL-R-A,VDKT-R-A,ULPL-R-A,JDGT-R-A,JDPL-R-A",05.01. 11:12,14.31%,"11,11%","-7,95%",
343.,bvidov45,"(5) BCIN-R-A,DLKV-R-A,ADRS-P-A,SAPN-R-A,ATGR-R-A,LEDO-R-A",04.01. 20:08,14.17%,"10,28%","-7,43%",
344.,Kockica,"(0) LEDO-R-A,RIZO-R-A,ZABA-R-A,KRAS-R-A,INA-R-A",18.01. 23:20,14.07%,"13,12%","-12,39%",
345.,bigblu,"(0) LKRI-R-A,DLKV-R-A,MAIS-R-A,ERNT-R-A",04.01. 09:26,13.80%,"11,34%","-7,79%",
346.,Munger,"(0) KOEI-R-A,LKPC-R-A,ADRS-P-A",25.01. 21:11,13.65%,"11,56%","-12,37%",
347.,batman266,"(0) RIZO-R-A,KODT-R-A,DLKV-R-A,LKRI-R-A,JNAF-R-A",25.01. 20:05,12.95%,"11,59%","-13,06%",
348.,blade,"(0) KRAS-R-A,DLKV-R-A,LKRI-R-A",22.01. 10:58,11.63%,"11,63%","-14,53%",
349.,roby02,"(0) LKPC-R-A,DLKV-R-A,ERNT-R-A",25.01. 21:10,10.41%,"7,02%","-15,60%",
350.,themystryder,"(0) OPTE-R-A,DLKV-R-A,RIZO-R-A",25.01. 15:19,10.30%,"10,30%","-15,72%",
351.,aleksic02,"(0) MAIS-R-A,PODR-R-A,LRH-R-A,HT-R-A,RIZO-R-A,ATGR-R-A",24.01. 21:57,8.70%,"7,33%","-17,47%",
352.,didi,"(0) HPB-R-A,INA-R-A,RIZO-R-A,SUNH-R-A",10.01. 22:31,8.40%,"7,77%","-14,80%",da vidimo
353.,jole1985,"(3) INA-R-A,DDJH-R-A,TUHO-R-A,LKPC-R-A",20.01. 22:29,6.84%,"5,93%","-19,68%",
354.,atila,"(0) BLJE-R-A,ATGR-R-A,DLKV-R-A",23.01. 00:18,6.38%,"5,82%","-19,79%",
355.,Johnny2,"(0) HT-R-A,DLKV-R-A,RIZO-R-A",22.01. 14:13,5.96%,"4,53%","-20,20%",
356.,huco88,"(0) LKRI-R-A,RIZO-R-A,DLKV-R-A",25.01. 21:42,4.25%,"4,25%","-21,76%",
357.,zoki,"(2) SUNH-R-A,DDJH-R-A,VDKT-R-A",12.01. 12:27,3.91%,"3,91%","-19,33%",
358.,vegaboy,"(0) JDGT-R-A,ADPL-R-A,LKPC-R-A,RIZO-R-A",04.01. 13:36,3.61%,"-0,90%","-17,99%",
359.,teama93,"(3) PRFC-R-A,DDJH-R-A,RIVP-R-A,ADRS-R-A",22.01. 17:43,1.79%,"-4,72%","-24,37%",
360.,ivan22,"(0) KOEI-R-A,LKPC-R-A,JDGT-R-A",06.01. 22:24,-1.46%,"-3,97%","-23,72%",
361.,Lukasevic112,"(0) LKRI-R-A,LKPC-R-A,RIZO-R-A",25.01. 10:16,-1.60%,"-1,60%","-27,62%",
362.,woogreen,"(1) BLJE-R-A,VPIK-R-A,ZVZD-R-A",04.01. 20:58,-6.30%,"-6,30%","-27,89%",vrijeme je da mi se vrati lova
