RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
181.,beronja,"(0) TPNG-R-A,ZABA-R-A,ARNT-R-A,PBZ-R-A,ERNT-R-A,OPTE-R-A",25.01. 12:25,-6.44%,"-10,01%","4,89%",
182.,MARIJA123,"(6) ADPL-R-A,ERNT-R-A,ATGR-R-A,HT-R-A,INA-R-A",25.01. 11:45,-6.45%,"-7,78%","4,88%",
183.,skrklec,"(0) DDJH-R-A,ADPL-R-A,ARNT-R-A,RIVP-R-A,ADRS-P-A",24.01. 20:37,-6.52%,"-8,86%","3,92%",
184.,Willcraft,"(1) ERNT-R-A,DDJH-R-A,RIVP-R-A,ADPL-R-A",02.01. 18:28,-6.62%,"-10,02%","1,48%",
185.,ivkra,"(0) IGH-R-A,ATPL-R-A,VDKT-R-A",24.01. 22:37,-6.72%,"-6,72%","3,72%",
186.,Zg123,"(0) VDKT-R-A,ATPL-R-A,PODR-R-A",20.01. 21:05,-6.79%,"-7,40%","3,92%",
187.,ADRINA,"(0) ADRS-R-A,ADRS-P-A,INA-R-A",24.01. 22:38,-6.92%,"-9,24%","3,51%",
188.,VINSKI68,"(0) DDJH-R-A,BLJE-R-A,OPTE-R-A,ATPL-R-A",05.01. 14:21,-7.03%,"-7,03%","1,39%",
189.,renatop,"(0) ADRS-R-A,HT-R-A,INA-R-A,PODR-R-A,ZABA-R-A,PBZ-R-A",24.01. 20:52,-7.14%,"-10,61%","3,30%",
190.,plebis74,"(0) VIRO-R-A,ERNT-R-A,INA-R-A,IGH-R-A,RIVP-R-A,HT-R-A",25.01. 11:52,-7.14%,"-9,34%","4,18%",
191.,metropolis,"(0) DDJH-R-A,ARNT-R-A,ADPL-R-A,RIVP-R-A",11.01. 12:02,-7.20%,"-9,23%","2,65%",Viribus Unitis
192.,rajbos,"(0) BD62-R-A,INA-R-A,KOEI-R-A",03.01. 11:17,-7.23%,"-7,97%","0,78%",
193.,Mistreaver,"(0) RIVP-R-A,ZABA-R-A,HPB-R-A,ARNT-R-A",25.01. 15:00,-7.38%,"-10,15%","3,95%",
194.,lova do krova,"(0) MDKA-R-A,ADRS-R-A,HT-R-A",25.01. 11:21,-7.45%,"-13,37%","3,88%",
195.,mceple,"(0) ADRS-R-A,DDJH-R-A,RIVP-R-A,ADPL-R-A,DLKV-R-A,BD62-R-A",25.01. 22:50,-7.48%,"-9,29%","3,85%",
196.,stipica,"(0) PVCM-R-A,ADRS-P-A,BETA-R-A",19.01. 21:10,-7.52%,"-8,72%","3,35%",
197.,vopi2,"(0) ADPL-R-A,MAIS-R-A,DDJH-R-A,RIVP-R-A,PODR-R-A,ARNT-R-A",15.01. 17:23,-7.55%,"-9,22%","2,36%",
198.,liburno,"(0) ADRS-P-A,PODR-R-A,PBZ-R-A,ATGR-R-A,PLAG-R-A,KRAS-R-A",25.01. 15:34,-7.63%,"-9,54%","3,70%",
199.,Eightball,"(0) HT-R-A,ADRS-R-A,ADRS-P-A",25.01. 10:21,-7.68%,"-10,98%","3,65%",
200.,vicko,"(0) ADRS-P-A,RIVP-R-A,ARNT-R-A,TPNG-R-A",25.01. 14:50,-7.98%,"-9,89%","3,35%",
201.,zgrcko,"(2) MAIS-R-A,ATPL-R-A,ADPL-R-A,RIVP-R-A,VIRO-R-A",09.01. 09:46,-8.03%,"-9,31%","1,29%",
202.,funny,"(1) DDJH-R-A,BLJE-R-A,THNK-R-A",02.01. 18:26,-8.13%,"-8,97%","-0,02%",
203.,tkrpan,"(0) ADRS-R-A,DDJH-R-A,ADPL-R-A,RIVP-R-A",25.01. 14:25,-8.14%,"-10,86%","3,19%",
204.,Roby02,"(0) LKPC-R-A,BD62-R-A,ADPL-R-A,INGR-R-A",25.01. 18:30,-8.23%,"-9,73%","3,10%",
205.,Noki,"(0) OPTE-R-A,KRAS-R-A,ADRS-P-A",25.01. 13:51,-8.25%,"-9,93%","3,08%",
206.,berkshire,"(1) OPTE-R-A,DLKV-R-A,RIVP-R-A",25.01. 16:34,-8.32%,"-8,99%","3,01%",
207.,Trinket,"(0) HT-R-A,ERNT-R-A,PODR-R-A",25.01. 15:18,-8.37%,"-12,53%","2,96%",
208.,imperator,"(0) AUHR-R-A,RIVP-R-A,ADRS-R-A",25.01. 23:00,-8.51%,"-11,03%","2,82%",
209.,kaparo,"(0) ADRS-R-A,AUHR-R-A,RIVP-R-A",25.01. 23:34,-8.51%,"-11,03%","2,82%",
210.,vinkovci,"(0) TPNG-R-A,ADPL-R-A,HT-R-A,JDOS-R-A",24.01. 18:12,-8.68%,"-11,55%","1,76%",
211.,bune13,"(1) ADPL-R-A,RIVP-R-A,ADRS-P-A,PRFC-R-A,MDKA-R-A,HPB-R-A",03.01. 10:33,-8.75%,"-12,63%","-0,74%",
212.,putokazi,"(0) PODR-R-A,ERNT-R-A,KOEI-R-A",24.01. 16:39,-8.80%,"-12,35%","1,63%",
213.,rmatic6,"(1) RIVP-R-A,ZABA-R-A,OPTE-R-A,PODR-R-A,ADPL-R-A",03.01. 14:05,-8.83%,"-12,01%","-0,82%",
214.,stefek10,"(0) ADRS-P-A,RIVP-R-A,LRH-R-A,DDJH-R-A",12.01. 08:10,-9.01%,"-10,43%","1,09%",
215.,dal257,"(1) RIVP-R-A,ATPL-R-A,DLKV-R-A,INGR-R-A,IGH-R-A,OPTE-R-A",25.01. 12:57,-9.20%,"-9,52%","2,13%",
216.,Darijo plasa,"(0) HPB-R-A,RIVP-R-A,ADRS-P-A",25.01. 16:14,-9.27%,"-11,16%","2,06%",
217.,Suzan,"(0) HT-R-A,ZABA-R-A,MAIS-R-A,PODR-R-A,BD62-R-A,ATGR-R-A",20.01. 23:33,-9.67%,"-12,30%","1,04%",
218.,Ruki,"(0) PODR-R-A,ARNT-R-A,RIVP-R-A,ADRS-R-A",25.01. 12:15,-9.88%,"-11,54%","1,45%",
219.,tinlu,"(2) LEDO-R-A,ATPL-R-A,RIVP-R-A,ARNT-R-A,DDJH-R-A",05.01. 12:16,-10.22%,"-10,64%","-1,80%",
220.,jurajp,"(1) DLKV-R-A,RIVP-R-A,DDJH-R-A",03.01. 11:15,-10.30%,"-11,07%","-2,28%",
221.,MotoGP,"(2) HT-R-A,DLKV-R-A,HPB-R-A,PBZ-R-A,MAIS-R-A",25.01. 14:15,-10.49%,"-11,83%","0,84%",
222.,gustav,"(0) ADPL-R-A,LRH-R-A,DDJH-R-A,PODR-R-A",24.01. 10:19,-10.67%,"-12,64%","-0,24%",
223.,perica111,"(2) INGR-R-A,RIVP-R-A,ULPL-R-A,DLKV-R-A",11.01. 12:14,-10.87%,"-11,35%","-1,02%",
224.,dgligora,"(0) ARNT-R-A,LEDO-R-A,ATPL-R-A,PODR-R-A,IGH-R-A",24.01. 19:16,-11.20%,"-11,56%","-0,76%",
225.,stipan,"(0) BD62-R-A,OPTE-R-A,PRFC-R-A,DLKV-R-A",04.01. 00:58,-11.39%,"-11,39%","-3,11%",4 asa :)
226.,NPR,"(0) ADRS-R-A,DLKV-R-A,ZVZD-R-A,RIVP-R-A,PLAG-R-A",25.01. 16:29,-11.75%,"-12,72%","-0,42%",
227.,Maslina,"(0) PODR-R-A,ATPL-R-A,THNK-R-A,HPB-R-A",25.01. 22:03,-11.77%,"-12,22%","-0,44%",
228.,Germa,"(1) ATPL-R-A,INGR-R-A,DDJH-R-A",02.01. 12:51,-11.80%,"-11,80%","-3,69%",
229.,dadi,"(0) INA-R-A,DDJH-R-A,RIVP-R-A,ARNT-R-A",11.01. 20:06,-12.04%,"-12,68%","-2,20%",
230.,YvonmerX,"(0) HT-R-A,AUHR-R-A,IGH-R-A,OPTE-R-A",24.01. 19:42,-12.20%,"-13,73%","-1,77%",AUHR-R-A
231.,zgtd,"(3) DLKV-R-A,ATPL-R-A,RIVP-R-A",05.01. 21:29,-12.24%,"-12,74%","-3,82%",
232.,Thirdeye,"(0) ADPL-R-A,HT-R-A,PODR-R-A,OPTE-R-A,DDJH-R-A",21.01. 06:48,-12.26%,"-14,53%","-1,54%",
233.,marin.v1988,"(1) THNK-R-A,TUHO-R-A,RIVP-R-A",05.01. 22:10,-12.43%,"-13,99%","-4,01%",
234.,baranjero,"(1) ERNT-R-A,PBZ-R-A,ADPL-R-A,SLPF-R-A",04.01. 07:07,-12.59%,"-18,92%","-4,31%",Svakim danom sve vise napredujemo u svakom pogledu...
235.,koom1,"(3) DDJH-R-A,THNK-R-A,VIRO-R-A",03.01. 13:58,-12.60%,"-13,30%","-4,59%",
236.,kuki76,"(0) VIRO-R-A,LRH-R-A,PVCM-R-A",25.01. 13:04,-12.85%,"-12,85%","-1,52%",
237.,freak7,"(2) INGR-R-A,RIVP-R-A,IGH-R-A,TPNG-R-A,ADPL-R-A,ATPL-R-A",25.01. 21:09,-12.90%,"-14,20%","-1,57%",
238.,zzalac,"(0) ADPL-R-A,ERNT-R-A,VDKT-R-A,ADRS-R-A,INGR-R-A,RIVP-R-A",25.01. 10:12,-12.99%,"-16,01%","-1,67%",
239.,mjole,"(0) DDJH-R-A,PODR-R-A,RIVP-R-A,ZABA-R-A,ADRS-P-A",05.01. 19:28,-13.11%,"-16,49%","-4,69%",
240.,possum,"(0) RIVP-R-A,ADRS-P-A,DDJH-R-A,ATGR-R-A,ARNT-R-A",25.01. 13:49,-13.21%,"-14,63%","-1,88%",
241.,dinamitd,"(0) VIRO-R-A,ATPL-R-A,VDKT-R-A",23.01. 12:05,-13.33%,"-13,33%","-2,63%",
242.,vkatovci,"(0) ZABA-R-A,RIVP-R-A,ARNT-R-A,DDJH-R-A,PODR-R-A",04.01. 21:17,-13.34%,"-16,00%","-5,07%",
243.,dino73,"(0) ADRS-P-A,DDJH-R-A,RIVP-R-A,ARNT-R-A",05.01. 06:30,-13.40%,"-14,87%","-4,98%",
244.,malovitra,"(0) ADPL-R-A,ATGR-R-A,THNK-R-A,RIVP-R-A,ARNT-R-A,PODR-R-A",24.01. 18:37,-13.47%,"-15,37%","-3,03%",
245.,h0mbas,"(0) DDJH-R-A,ARNT-R-A,RIVP-R-A",02.01. 09:25,-13.55%,"-14,29%","-5,45%",
246.,Mrle,"(0) RIVP-R-A,ARNT-R-A,HT-R-A,DDJH-R-A,ADRS-R-A",23.01. 16:38,-13.58%,"-15,26%","-2,88%",***
247.,ribaa,"(2) ADRS-P-A,OPTE-R-A,ARNT-R-A,ULPL-R-A,RIVP-R-A,LRHC-R-A",03.01. 14:31,-13.61%,"-14,47%","-5,60%",
248.,dejvin,"(0) RIVP-R-A,DDJH-R-A,PVCM-R-A",04.01. 10:53,-13.79%,"-14,53%","-5,52%",
249.,jonzz,"(0) ADRS-P-A,VDKT-R-A,PODR-R-A,LRHC-R-A,DLKV-R-A,ADRS-R-A",25.01. 21:34,-14.06%,"-15,44%","-2,74%",
250.,dean-zg,"(0) PVCM-R-A,THNK-R-A,ATPL-R-A,VDKT-R-A,ADPL-R-A,AUHR-R-A",23.01. 15:06,-14.25%,"-15,71%","-3,54%",
251.,and5555ab,"(0) VDKT-R-A,DDJH-R-A,INGR-R-A,OPTE-R-A,ATPL-R-A",24.01. 22:00,-14.39%,"-14,39%","-3,96%",
252.,Pomahnitala Pochucha,"(0) PODR-R-A,KRAS-R-A,CKML-R-A",08.01. 22:18,-14.60%,"-16,39%","-6,18%",Basket case
253.,i_sim,"(0) DLKV-R-A,PRFC-R-A,RIVP-R-A,OPTE-R-A,DDJH-R-A",23.01. 22:18,-14.63%,"-15,04%","-3,92%",
254.,robidio,"(0) RIVP-R-A,ATGR-R-A,ARNT-R-A,DDJH-R-A",25.01. 10:24,-14.89%,"-15,77%","-3,57%",
255.,borna.bare,"(0) ARNT-R-A,ATGR-R-A,DDJH-R-A,RIVP-R-A",25.01. 12:29,-14.89%,"-15,77%","-3,57%",
256.,djiwa,"(0) HPB-R-A,KRAS-R-A,OPTE-R-A,BD62-R-A,RIVP-R-A,ARNT-R-A",25.01. 14:28,-14.95%,"-15,53%","-3,62%",
257.,cicak2017,"(1) ADPL-R-A,ADRS-R-A,OPTE-R-A,ARNT-R-A,HPB-R-A",19.01. 15:01,-14.97%,"-16,60%","-4,11%",
258.,Cuky,"(3) DLKV-R-A,RIVP-R-A,ARNT-R-A",03.01. 00:09,-15.30%,"-15,68%","-7,28%",
259.,krste,"(2) ZABA-R-A,RIVP-R-A,DDJH-R-A",10.01. 20:32,-15.32%,"-18,86%","-5,23%",
260.,citro,"(0) MAIS-R-A,HMST-R-A,HT-R-A,JDGT-R-A,LEDO-R-A,AUHR-R-A",24.01. 15:04,-15.43%,"-17,43%","-4,99%",
261.,siku,"(0) HT-R-A,RIVP-R-A,ADRS-P-A,PODR-R-A,DDJH-R-A",23.01. 12:55,-15.47%,"-17,66%","-4,77%",
262.,ady333,"(0) ATGR-R-A,INA-R-A,VIRO-R-A",25.01. 10:55,-15.52%,"-16,15%","-4,19%",
263.,mkr,"(0) RIVP-R-A,ERNT-R-A,ZVZD-R-A,ZABA-R-A,INA-R-A",25.01. 13:02,-15.54%,"-19,30%","-4,21%",
264.,valar,"(3) LRH-R-A,DLKV-R-A,HPB-R-A,IPKK-R-A,PVCM-R-A",04.01. 21:25,-15.73%,"-15,73%","-7,46%",
265.,kukl,"(5) ATPL-R-A,PVCM-R-A,RIVP-R-A",25.01. 14:16,-15.74%,"-15,74%","-4,41%",Nekad se i dionica z..... pa krene gore.
266.,marxfer,"(0) PODR-R-A,RIVP-R-A,HPB-R-A",24.01. 18:19,-16.01%,"-17,30%","-5,58%",marfer
267.,ivo,"(2) IPKK-R-A,ULPL-R-A,INGR-R-A,KRAS-R-A,LKPC-R-A,MAIS-R-A",21.01. 12:29,-16.05%,"-16,32%","-5,34%",
268.,kozelj,"(2) RIVP-R-A,SAPN-R-A,LEDO-R-A,ARNT-R-A",02.01. 13:15,-16.38%,"-16,99%","-8,27%",
269.,Brajko,"(0) ARNT-R-A,DDJH-R-A,RIVP-R-A",08.01. 22:33,-16.39%,"-17,12%","-7,97%",
270.,Funkydonky,"(0) HPB-R-A,OPTE-R-A,PVCM-R-A",25.01. 16:57,-16.59%,"-16,59%","-5,27%",Biti lud
271.,reni,"(0) HT-R-A,ERNT-R-A,INA-R-A,LEDO-R-A,ZABA-R-A,INGR-R-A",25.01. 12:43,-16.69%,"-20,06%","-5,37%",skull
272.,joxdionica,"(0) ARNT-R-A,DLKV-R-A,RIVP-R-A,INGR-R-A,PODR-R-A,LEDO-R-A",25.01. 16:20,-16.83%,"-17,47%","-5,50%",
273.,facazplaca,"(3) DDJH-R-A,OPTE-R-A,DLKV-R-A,BLJE-R-A",02.01. 11:36,-16.94%,"-20,67%","-8,83%",
274.,gzalac,"(3) PODR-R-A,ARNT-R-A,DDJH-R-A,OPTE-R-A,IGH-R-A,RIVP-R-A",25.01. 12:21,-17.07%,"-18,15%","-5,74%",
275.,excrucio,"(0) INA-R-A,ERNT-R-A,ADPL-R-A,LEDO-R-A",25.01. 12:18,-17.12%,"-20,54%","-5,79%",
276.,bivanb,"(0) RIVP-R-A,HMST-R-A,ADRS-R-A,ARNT-R-A,ATGR-R-A,LEDO-R-A",24.01. 13:20,-17.26%,"-18,33%","-6,83%",
277.,stari_lisac,"(0) RIVP-R-A,PODR-R-A,ARNT-R-A,DDJH-R-A",03.01. 14:42,-17.30%,"-18,30%","-9,29%",
278.,pegy,"(0) ARNT-R-A,DDJH-R-A,JDOS-R-A,RIVP-R-A",02.01. 16:24,-17.32%,"-17,88%","-9,21%",
279.,kkruzic,"(2) ZB-R-A,ERNT-R-A,ATGR-R-A,ZABA-R-A,MDKA-R-A",11.01. 10:39,-17.38%,"-22,50%","-7,54%",
280.,citroence,"(0) ARNT-R-A,DDJH-R-A,ADPL-R-A,INA-R-A,RIVP-R-A,LEDO-R-A",04.01. 18:59,-17.44%,"-18,92%","-9,17%",
281.,TuristZD,"(0) ARNT-R-A,ADPL-R-A,TPNG-R-A,THNK-R-A,RIVP-R-A,PODR-R-A",25.01. 17:48,-17.57%,"-19,55%","-6,24%",
282.,baltazarzg,"(0) OPTE-R-A,BD62-R-A,ARNT-R-A",25.01. 16:22,-17.64%,"-17,64%","-6,32%",
283.,vbresan,"(0) ARNT-R-A,DDJH-R-A,RIVP-R-A",24.01. 20:11,-17.66%,"-18,35%","-7,23%",
284.,Sinisa99,"(0) ARNT-R-A,RIVP-R-A,DDJH-R-A",24.01. 22:37,-17.66%,"-18,35%","-7,23%",
285.,GARFIELDED,"(1) ERNT-R-A,IGH-R-A,VIRO-R-A,KRAS-R-A",24.01. 16:25,-17.79%,"-20,05%","-7,35%",
286.,hjakovac,"(0) RIVP-R-A,DDJH-R-A,ARNT-R-A",25.01. 08:37,-17.83%,"-18,52%","-6,51%",
287.,nc46497,"(0) DDJH-R-A,ARNT-R-A,RIVP-R-A",25.01. 14:19,-17.83%,"-18,52%","-6,51%",
288.,mate73,"(0) RIVP-R-A,DDJH-R-A,ARNT-R-A",25.01. 14:21,-17.83%,"-18,52%","-6,51%",
289.,graham,"(1) PVCM-R-A,RIVP-R-A,ZVZD-R-A,TPNG-R-A,MAIS-R-A,ARNT-R-A",03.01. 12:27,-18.22%,"-18,97%","-10,21%",Sigurno al polako ;) pogon na svih 6
290.,multiplex,"(0) INGR-R-A,AGMM-R-A,PVCM-R-A,AUHR-R-A",25.01. 22:20,-18.26%,"-18,93%","-6,93%",
291.,illus,"(0) HTPK-R-A,MAIS-R-A,RIVP-R-A,BLJE-R-A",17.01. 09:30,-18.91%,"-19,43%","-8,69%",
292.,luca22,"(0) DDJH-R-A,ADRS-P-A,PODR-R-A,ATGR-R-A,HT-R-A",11.01. 17:47,-19.27%,"-21,35%","-9,42%",
293.,mango025,"(0) ADRS-R-A,OPTE-R-A,BD62-R-A",25.01. 08:36,-19.28%,"-20,22%","-7,96%",Dum spiro spero!
294.,iplestina,"(0) MDKA-R-A,TPNG-R-A,PODR-R-A",13.01. 13:37,-19.36%,"-24,45%","-9,45%",
295.,hulk291,"(0) BD62-R-A,INGR-R-A,PVCM-R-A",25.01. 10:09,-19.41%,"-19,41%","-8,09%",Najjaci
296.,Ivonaa,"(0) LRH-R-A,PLAG-R-A,MDKA-R-A,LEDO-R-A",25.01. 11:37,-19.48%,"-22,35%","-8,15%",
297.,davorvlahek,"(0) KOEI-R-A,DDJH-R-A,ERNT-R-A",25.01. 09:15,-19.73%,"-22,66%","-8,40%",
298.,vuksi,"(0) ATGR-R-A,VDKT-R-A,ADPL-R-A,INGR-R-A,ERNT-R-A,BD62-R-A",24.01. 10:10,-19.89%,"-22,34%","-9,45%",
299.,Batela,"(0) OPTE-R-A,DDJH-R-A,PVCM-R-A",03.01. 10:38,-20.23%,"-20,23%","-12,22%",
300.,Goran_12,"(1) VLEN-R-B,PBZ-R-A,LEDO-R-A",10.01. 13:32,-20.34%,"-21,64%","-10,25%",
301.,stanisics,"(0) ADRS-R-A,RIVP-R-A,HPB-R-A,ARNT-R-A,DDJH-R-A",24.01. 10:06,-20.38%,"-21,37%","-9,95%",
302.,tiregist,"(0) ZABA-R-A,DDJH-R-A,ADRS-R-A",02.01. 12:24,-20.55%,"-24,72%","-12,44%",
303.,ds12,"(0) PODR-R-A,AUHR-R-A,ADRS-P-A",02.01. 17:55,-20.59%,"-23,24%","-12,48%",
304.,TARGA777,"(0) IGH-R-A,RIVP-R-A,DDJH-R-A",25.01. 08:38,-20.59%,"-21,27%","-9,26%",
305.,the best,"(0) DDJH-R-A,ARNT-R-A,ATPL-R-A,THNK-R-A,VDKT-R-A,ADPL-R-A",25.01. 14:33,-20.83%,"-21,83%","-9,50%",
306.,ge4ce,"(2) GAMA-R-A,PVCM-R-A,HPB-R-A,OPTE-R-A,DLKV-R-A,DDJH-R-A",18.01. 13:31,-21.15%,"-21,15%","-10,68%",
307.,zziillaa,"(2) RIVP-R-A,ARNT-R-A,DLKV-R-A",03.01. 23:09,-21.28%,"-22,29%","-13,27%",
308.,bimco,"(0) DDJH-R-A,ZABA-R-A,PVCM-R-A",09.01. 15:16,-21.30%,"-24,34%","-11,98%",
309.,pero82,"(0) PRFC-R-A,BD62-R-A,MAIS-R-A",11.01. 15:29,-21.49%,"-21,49%","-11,64%",
310.,ivan22,"(0) ZVZD-R-A,KOEI-R-A,ADPL-R-A",04.01. 14:19,-21.61%,"-24,23%","-13,34%",
311.,JHary,"(0) BLJE-R-A,OPTE-R-A,RIVP-R-A",02.01. 08:00,-21.66%,"-22,40%","-13,56%",
312.,DPetrovic69,"(2) VDKT-R-A,ATPL-R-A,THNK-R-A,IGH-R-A,RIVP-R-A,ADPL-R-A",25.01. 16:13,-21.90%,"-23,44%","-10,57%",
313.,blogerrr,"(0) VDKT-R-A,BD62-R-A,PBZ-R-A,ZABA-R-A,RIVP-R-A,ADRS-R-A",23.01. 18:30,-22.15%,"-25,02%","-11,45%",
314.,izvonar,"(0) DDJH-R-A,HPB-R-A,ARNT-R-A,RIVP-R-A",25.01. 09:50,-22.17%,"-22,69%","-10,84%",
315.,nex970,"(0) PRFC-R-A,ARNT-R-A,RIVP-R-A,DDJH-R-A",03.01. 12:54,-22.65%,"-23,20%","-14,64%",
316.,Ticino,"(1) LRH-R-A,BLJE-R-A,HMST-R-A",03.01. 19:49,-22.94%,"-22,94%","-14,92%",
317.,potrka,"(4) ADRS-R-A,KOEI-R-A,VDKT-R-A",07.01. 09:20,-23.53%,"-23,94%","-15,11%",
318.,O0O0O,"(4) SAPN-R-A,PODR-R-A,ADRS-P-A,KRAS-R-A,TUHO-R-A,RIVP-R-A",02.01. 19:45,-23.57%,"-24,67%","-15,47%",
319.,Tomadoma,"(0) BD62-R-A,ADRS-R-A,ERNT-R-A,DDJH-R-A,HPB-R-A,TUHO-R-A",25.01. 22:19,-23.74%,"-25,57%","-12,41%",
320.,LenyT,"(3) PODR-R-A,ARNT-R-A,ADRS-P-A,ADPL-R-A,RIVP-R-A,HUPZ-R-A",04.01. 20:45,-24.00%,"-25,00%","-15,73%",
321.,Brrrane,"(1) KOEI-R-A,VDKT-R-A,PODR-R-A,PVCM-R-A",04.01. 10:15,-24.03%,"-25,12%","-15,76%",
322.,Dijana,"(1) JMNC-R-A,PBZ-R-A,MAIS-R-A",25.01. 13:43,-24.31%,"-25,51%","-12,98%",Hakuna Matata
323.,IVONA123,"(6) ADPL-R-A,DLKV-R-A,ERNT-R-A,HT-R-A,INA-R-A",25.01. 11:35,-24.38%,"-25,78%","-13,05%",
324.,kukulele1,"(0) VDKT-R-A,RIVP-R-A,ADRS-P-A,ATGR-R-A",25.01. 11:24,-24.46%,"-26,24%","-13,13%",
325.,zeleniandre,"(0) OPTE-R-A,VDKT-R-A,RIVP-R-A,INGR-R-A",24.01. 10:58,-24.57%,"-25,09%","-14,14%",
326.,neo17,"(0) RIVP-R-A,PRFC-R-A,DDJH-R-A,ADRS-P-A",25.01. 15:47,-24.61%,"-26,02%","-13,28%",
327.,bik600,"(2) PODR-R-A,HPB-R-A,LRHC-R-A",02.01. 14:36,-24.81%,"-25,27%","-16,70%",
328.,Ivoo,"(1) ADRS-R-A,BLJE-R-A,DLKV-R-A,ERNT-R-A,HT-R-A,JMNC-R-A",19.01. 00:23,-25.08%,"-27,58%","-14,21%",do poraza
329.,Aralk,"(0) PRFC-R-A,IGH-R-A,INGR-R-A",24.01. 19:26,-25.17%,"-25,17%","-14,74%",
330.,nalet,"(0) ADRS-R-A,ARNT-R-A,DDJH-R-A",03.01. 19:46,-25.47%,"-26,44%","-17,46%",
331.,famulatus,"(2) LEDO-R-A,THNK-R-A,BLJE-R-A",02.01. 18:25,-25.52%,"-25,52%","-17,42%",
332.,ego-ist,"(0) BLJE-R-A,ATGR-R-A,LKRI-R-A,LKPC-R-A",16.01. 10:01,-25.72%,"-26,09%","-15,51%",
333.,j1234,"(1) INGR-R-A,LEDO-R-A,OPTE-R-A,BD62-R-A,HPB-R-A,DLKV-R-A",25.01. 17:42,-26.23%,"-26,23%","-14,90%",
334.,damiruka,"(0) MAIS-R-A,VDKT-R-A,ADRS-P-A,PVCM-R-A",23.01. 15:41,-26.31%,"-27,21%","-15,61%",
335.,peeping tom,"(0) ATGR-R-A,HPB-R-A,RIVP-R-A,LEDO-R-A,ADRS-P-A,PODR-R-A",23.01. 18:03,-26.45%,"-27,94%","-15,75%",
336.,majky,"(0) RIVP-R-A,ERNT-R-A,LEDO-R-A",25.01. 10:10,-26.57%,"-29,66%","-15,24%",
337.,dkkk,"(7) JMNC-R-A,BLJE-R-A,LEDO-R-A,DLKV-R-A",02.01. 19:28,-26.60%,"-28,46%","-18,50%",
338.,propalica,"(2) OPTE-R-A,ADRS-P-A,KOTR-P-A,RIVP-R-A",02.01. 14:05,-27.04%,"-28,85%","-18,93%",
339.,vlenac,"(0) IGH-R-A,ADRS-P-A,DDJH-R-A",25.01. 18:04,-27.35%,"-28,55%","-16,02%",
340.,TorX,"(0) VDKT-R-A,PODR-R-A,ATPL-R-A,THNK-R-A",25.01. 19:36,-27.76%,"-28,21%","-16,43%",
341.,zd,"(0) VDKT-R-A,INGR-R-A,DLKV-R-A,HPB-R-A",25.01. 12:03,-28.47%,"-28,47%","-17,14%",
342.,Usisac,"(0) ADRS-R-A,BLJE-R-A,ERNT-R-A,ZABA-R-A,DDJH-R-A",03.01. 13:15,-28.52%,"-32,53%","-20,50%",Tko nabije taj dobije!
343.,BARIKB,"(2) HPB-R-A,ZABA-R-A,PVCM-R-A,LEDO-R-A,RIVP-R-A",03.01. 01:02,-28.56%,"-30,69%","-20,55%",
344.,mariobegic,"(1) LEDO-R-A,PODR-R-A,BLJE-R-A",11.01. 15:47,-29.04%,"-29,65%","-19,20%",
345.,joe19,"(1) OPTE-R-A,DLKV-R-A,DDJH-R-A",25.01. 16:39,-29.24%,"-29,24%","-17,91%",Na ZSE pametan ne trguje
346.,edukacija,"(0) BD62-R-A,PRFC-R-A,OPTE-R-A",02.01. 12:30,-29.51%,"-29,51%","-21,40%",
347.,calado,"(0) THNK-R-A,LKPC-R-A,ADRS-P-A",09.01. 13:54,-29.61%,"-30,83%","-20,28%",dvije jake bilance i jedan turnaround
348.,tp750,"(0) RIVP-R-A,LEDO-R-A,ADRS-P-A",20.01. 18:31,-29.64%,"-31,54%","-18,93%",
349.,Starscream,"(1) INA-R-A,ERNT-R-A,RIVP-R-A,LEDO-R-A,JMNC-R-A,ADRS-P-A",25.01. 19:49,-29.71%,"-31,83%","-18,38%",
350.,lanica,"(0) ZVZD-R-A,RIVP-R-A,ADRS-P-A",23.01. 15:13,-29.76%,"-31,64%","-19,06%",
351.,portfeljcic,"(0) ADRS-P-A,RIVP-R-A,LEDO-R-A",25.01. 11:18,-29.96%,"-31,84%","-18,63%",
352.,cico,"(0) BD62-R-A,INA-R-A,VDKT-R-A,PRFC-R-A,ADPL-R-A",02.01. 15:00,-30.16%,"-31,48%","-22,05%",
353.,MM,"(0) PODR-R-A,MDKA-R-A,LEDO-R-A,JDGT-R-A",24.01. 08:48,-30.16%,"-34,97%","-19,73%",
354.,Marko,"(0) ARNT-R-A,KRAS-R-A,RIVP-R-A,DDJH-R-A,LEDO-R-A",02.01. 21:38,-30.27%,"-31,01%","-22,16%",Prtfolio
355.,laradjerfi,"(0) DDJH-R-A,RIVP-R-A,PRFC-R-A",24.01. 17:49,-30.56%,"-31,24%","-20,13%",
356.,barisa,"(0) PRFC-R-A,RIVP-R-A,DDJH-R-A",24.01. 23:08,-30.56%,"-31,24%","-20,13%",
357.,krespo,"(2) LEDO-R-A,RIVP-R-A,INGR-R-A",11.01. 08:47,-30.85%,"-31,32%","-21,00%",
358.,Ai,"(0) ARNT-R-A,DDJH-R-A,PODR-R-A",24.01. 22:26,-31.34%,"-31,95%","-20,91%",
