RB,Naziv portfelja,Dionice,"Portfelj
kreiran",Prinos,"Prinos
bez div.","Prinos iznad 
OTP
indeksnog fonda",Opaska
173.,vorax,"(0) KORF-R-A,DDJH-R-A,DLKV-R-A,VDKT-R-A",06.01. 21:00,-12.80%,"-12,80%","-14,69%",Mislim da Dlkv ima šanse da se izvuče
174.,vedrana,"(2) VART-R-1,PTKM-R-A,DIOK-R-A,KORF-R-A,DDJH-R-A,KSST-R-A",08.01. 18:43,-13.32%,"-13,32%","-14,00%",
175.,smurf99,"(0) ADRS-R-A,PTKM-R-A,KNZM-R-A,DDJH-R-A",09.01. 05:56,-13.38%,"-14,48%","-13,11%",
176.,fatboy,"(0) HDEL-R-A,VPIK-R-A,DDJH-R-A,VDKT-R-A,KORF-R-A,INGR-R-A",22.01. 07:09,-13.54%,"-13,54%","-10,68%",
177.,knapa,"(0) IGH-R-A,ADRS-P-A,KORF-R-A,VPIK-R-A",21.01. 17:18,-13.58%,"-14,19%","-11,24%",
178.,no name,"(0) JDPL-R-A,DLKV-R-A,BLJE-R-A",22.01. 08:42,-14.02%,"-14,02%","-11,17%",
179.,jarac11,"(0) DLKV-R-A,ADPL-R-A,DDJH-R-A,TISK-R-A,PTKM-R-A,KORF-R-A",21.01. 23:02,-14.25%,"-15,38%","-11,91%",
180.,dariovu,"(0) VPIK-R-A,LKRI-R-A,HT-R-A",22.01. 14:04,-14.45%,"-17,58%","-11,59%",
181.,aaa123,"(0) DDJH-R-A,PTKM-R-A,VPIK-R-A,CROS-R-A,TISK-R-A",22.01. 15:13,-14.49%,"-14,49%","-11,63%",
182.,facazplaca,"(4) HT-R-A,INGR-R-A,BLJE-R-A",06.01. 11:02,-14.78%,"-17,01%","-16,67%",
183.,lulaš,"(1) PTKM-R-A,IPKK-R-A,VLHO-R-A",08.01. 21:46,-15.04%,"-15,04%","-15,72%",
184.,trigger,"(0) KODT-R-A,PTKM-R-A,TISK-R-A,BLJE-R-A,VPIK-R-A",21.01. 14:26,-15.08%,"-16,07%","-12,74%",
185.,coleador,"(0) LKRI-R-A,ATPL-R-A,THNK-R-A,IGH-R-A,HDEL-R-A",22.01. 17:26,-15.18%,"-15,18%","-12,32%",
186.,dexter,"(0) TISK-R-A,DDJH-R-A,VPIK-R-A,PTKM-R-A,VDKT-R-A,KORF-R-A",22.01. 11:48,-15.41%,"-15,41%","-12,55%",
187.,sinus210,"(0) DDJH-R-A,RIVP-R-A,PTKM-R-A",21.01. 17:41,-15.78%,"-15,78%","-13,45%",
188.,goran123,"(0) PTKM-R-A,ADPL-R-A,ADRS-P-A,BLJE-R-A,INGR-R-A,DDJH-R-A",22.01. 14:54,-16.10%,"-17,63%","-13,24%",
189.,borg,"(0) ATPL-R-A,DLKV-R-A,INGR-R-A,BLJE-R-A,LKRI-R-A,VDKT-R-A",21.01. 11:14,-16.17%,"-16,17%","-13,83%",
190.,slave,"(0) ADPL-R-A,VIRO-R-A,DDJH-R-A,PTKM-R-A,IPKK-R-A,IGH-R-A",09.01. 14:39,-16.36%,"-17,51%","-16,10%",
191.,jope,"(0) DLKV-R-A,BLJE-R-A,IPKK-R-A,PTKM-R-A,ADPL-R-A",08.01. 03:57,-16.67%,"-18,06%","-17,35%",
192.,robilad,"(2) ADPL-R-A,KORF-R-A,DIOK-R-A,PTKM-R-A",23.01. 16:20,-16.76%,"-16,76%","-13,64%",Nadam se dobroj turističkoj sezoni i privatizaciji
193.,Bukva,"(1) THNK-R-A,BD62-R-A,VPIK-R-A,KORF-R-A,INGR-R-A",22.01. 13:45,-16.87%,"-16,87%","-14,01%",
194.,Mileni,"(0) CROS-R-A,PTKM-R-A,DDJH-R-A,BLJE-R-A",24.01. 10:58,-17.36%,"-17,36%","-14,19%",
195.,efodix,"(0) PTKM-R-A,VDKT-R-A,DDJH-R-A,HDEL-R-A,ZVZD-R-A,VPIK-R-A",21.01. 12:58,-17.47%,"-17,47%","-15,13%",
196.,crijevo,"(1) PTKM-R-A,HIMR-R-A,KOEI-R-A,KNZM-R-A,BD62-R-A",23.01. 16:19,-17.90%,"-18,80%","-14,78%",
197.,citro,"(0) JDPL-R-A,HDEL-R-A,VDKT-R-A,ZVZD-R-A,THNK-R-A,DIOK-R-A",21.01. 14:35,-18.21%,"-18,21%","-15,87%",
198.,Antiša,"(1) IPKK-R-A,TISK-R-A,VPIK-R-A",21.01. 21:22,-18.24%,"-18,24%","-15,91%",
199.,budala,"(0) ERNT-R-A,ADRS-R-A,DIOK-R-A,VDKT-R-A,KORF-R-A,DLKV-R-A",18.01. 18:29,-18.47%,"-20,75%","-15,81%",ko riskira profitira
200.,adzanic,"(0) LKRI-R-A,ERNT-R-A,BD62-R-A,IGH-R-A,ATPL-R-A,PTKM-R-A",21.01. 11:59,-18.51%,"-20,41%","-16,18%",
201.,Corto,"(2) KORF-R-A,DDJH-R-A,ATPL-R-A",23.01. 20:50,-18.58%,"-19,20%","-15,46%",
202.,Brajko,"(0) VPIK-R-A,PTKM-R-A,DDJH-R-A",22.01. 14:09,-19.54%,"-19,54%","-16,68%",
203.,Gordon,"(0) KNZM-R-A,THNK-R-A,ZABA-R-A",24.01. 21:46,-19.65%,"-22,09%","-16,49%",
204.,crobuffet,"(0) PTKM-R-A,HDEL-R-A,KORF-R-A,IGH-R-A,DDJH-R-A,VPIK-R-A",21.01. 21:03,-19.82%,"-19,82%","-17,48%",
205.,TERMICH,"(0) PTKM-R-A,VDKT-R-A,KORF-R-A,DLKV-R-A,DDJH-R-A",18.01. 11:20,-20.12%,"-20,12%","-17,45%",
206.,ratko41,"(7) LKRI-R-A,ADPL-R-A,ATPL-R-A,TNPL-R-A,KORF-R-A",06.01. 18:52,-20.22%,"-20,22%","-22,11%",
207.,mrvica,"(0) VPIK-R-A,IGH-R-A,ADPL-R-A",21.01. 20:13,-20.30%,"-22,55%","-17,96%",sretno svima
208.,betbos,"(2) DIOK-R-A,HT-R-A,INDG-R-A",10.01. 22:14,-20.94%,"-20,94%","-20,72%",
209.,sasko,"(0) BD62-R-A,BLJE-R-A,IPKK-R-A,HT-R-A,LKRI-R-A",03.01. 01:24,-21.10%,"-23,10%","-22,59%",
210.,VrSa,"(0) INGR-R-A,ZABA-R-A,IPKK-R-A",25.01. 18:19,-21.23%,"-22,96%","-18,06%",
211.,agaspar,"(1) DIOK-R-A,LKRI-R-A,DDJH-R-A,KOEI-R-A,INDG-R-A,INGR-R-A",21.01. 17:17,-22.29%,"-22,58%","-19,95%",
212.,dhrelja,"(0) DLKV-R-A,BLJE-R-A,PTKM-R-A,INGR-R-A,ARNT-R-A,LKRI-R-A",23.01. 09:04,-22.87%,"-22,87%","-19,74%","no risk, no dobiti"
213.,Tiffany,"(0) DIOK-R-A,INGR-R-A,BD62-R-A,IPKK-R-A,KSST-R-A,VART-R-1",25.01. 10:58,-23.10%,"-23,10%","-19,93%",
214.,tataraga,"(0) VDKT-R-A,DDJH-R-A,TISK-R-A",22.01. 08:49,-23.33%,"-23,33%","-20,47%",
215.,probam,"(0) KOEI-R-A,BD62-R-A,DDJH-R-A,HDEL-R-A",21.01. 17:59,-23.62%,"-24,08%","-21,28%",
216.,ribaa,"(10) ATPL-R-A,DIOK-R-A,VART-R-1,VPIK-R-A,TNPL-R-A,KORF-R-A",22.01. 18:11,-24.01%,"-24,44%","-21,15%",
217.,FredPerry,"(0) DLKV-R-A,BLJE-R-A,TISK-R-A,KNZM-R-A",07.01. 12:22,-24.91%,"-25,43%","-26,56%",
218.,probook,"(0) BD62-R-A,KORF-R-A,ZVZD-R-A,DLKV-R-A",22.01. 14:58,-25.19%,"-25,19%","-22,33%",
219.,marko72,"(0) PTKM-R-A,LKRI-R-A,TISK-R-A",22.01. 18:07,-25.57%,"-25,57%","-22,71%",
220.,san jin,"(0) KNZM-R-A,DLKV-R-A,PTKM-R-A,DDJH-R-A,BD62-R-A,VPIK-R-A",08.01. 18:26,-25.74%,"-26,09%","-26,42%",ajmo jovo nanovo......
221.,Dreamer,"(0) IPKK-R-A,INGR-R-A,PTKM-R-A",23.01. 21:23,-26.56%,"-26,56%","-23,43%","Ove dionice ne bih kupovao, ali one koje bih sigurno ne bi ostvarile najbolji prinos."
222.,iborscak,"(2) VPIK-R-A,DDJH-R-A,BD62-R-A,BLJE-R-A,DLKV-R-A",02.01. 12:55,-26.95%,"-26,95%","-30,64%",
223.,Mađo,"(1) BLJE-R-A,PTKM-R-A,VPIK-R-A",22.01. 08:50,-27.52%,"-27,52%","-24,66%",
224.,hookawaka,"(1) HT-R-A,BD62-R-A,VPIK-R-A,DIOK-R-A,ERNT-R-A",21.01. 17:38,-28.07%,"-32,29%","-25,73%",
225.,HPA,"(2) INGR-R-A,PTKM-R-A,DDJH-R-A,DLKV-R-A,VPIK-R-A,DIOK-R-A",21.01. 19:17,-28.29%,"-28,29%","-25,95%",
226.,gustav,"(0) DIOK-R-A,VLHO-R-A,LKRI-R-A,DLKV-R-A",02.01. 10:11,-28.40%,"-28,40%","-32,10%",
227.,Crumarix,"(2) INGR-R-A,KSST-R-A,ZVZD-R-A",11.01. 18:56,-28.51%,"-28,51%","-26,52%",
228.,dejvin,"(1) KORF-R-A,DIOK-R-A,PTKM-R-A,VDKT-R-A",21.01. 17:37,-29.47%,"-29,47%","-27,13%",moš mislit
229.,promina,"(0) VDKT-R-A,HT-R-A,DLKV-R-A,DDJH-R-A,KSST-R-A",22.01. 21:03,-29.59%,"-31,47%","-26,73%",
230.,jasko,"(1) BD62-R-A,DLKV-R-A,IGH-R-A,ATPL-R-A,INGR-R-A",02.01. 18:22,-30.29%,"-30,29%","-33,98%",i to je to 100%
231.,Konus,"(0) PODR-R-A,INGR-R-A,DLKV-R-A,KOEI-R-A,DIOK-R-A,IGH-R-A",03.01. 12:12,-30.90%,"-31,20%","-32,38%",
232.,koom1,"(6) ATPL-R-A,JDPL-R-A,INGR-R-A",25.01. 02:06,-30.98%,"-30,98%","-27,81%",
233.,TREBOR,"(2) INGR-R-A,BLJE-R-A,MGMA-R-A,DIOK-R-A,VART-R-1,OPTE-R-A",22.01. 18:02,-31.03%,"-31,03%","-28,17%",
234.,cyber_pero,"(0) TISK-R-A,BLJE-R-A,DDJH-R-A,IGH-R-A",16.01. 09:29,-32.69%,"-32,69%","-30,63%",
235.,Stardust,"(0) KOEI-R-A,IGH-R-A,THNK-R-A",21.01. 20:53,-33.01%,"-33,62%","-30,67%",
236.,zeleniandre,"(0) THNK-R-A,HT-R-A,DLKV-R-A,BD62-R-A,LKPC-R-A",15.01. 19:33,-33.58%,"-35,52%","-32,36%",
237.,portfeljaš,"(0) IGH-R-A,BLJE-R-A,ADRS-P-A",22.01. 09:40,-33.81%,"-34,62%","-30,95%",to sam ja
238.,luzeri 2012,"(0) DLKV-R-A,KNZM-R-A,DIOK-R-A,INGR-R-A,KSST-R-A",02.01. 13:20,-34.16%,"-34,58%","-37,85%","Tu bih još dodao i bd62-r-a, ali nije dovoljno likvidna. Bit će zanimljivo pratiti ovaj portfelj"
239.,DemiZon,"(0) IGH-R-A,JNAF-R-A,THNK-R-A",16.01. 22:29,-34.76%,"-35,03%","-32,69%",
240.,ddavor,"(0) INA-R-A,KSST-R-A,DLKV-R-A",22.01. 15:49,-34.79%,"-35,07%","-31,93%",100°°
241.,ejpox,"(0) BLJE-R-A,KSST-R-A,PTKM-R-A",13.01. 22:29,-34.89%,"-34,89%","-32,90%",
242.,bgrancaric,"(0) INGR-R-A,KOEI-R-A,DLKV-R-A,BD62-R-A",22.01. 18:34,-34.96%,"-35,41%","-32,10%",
243.,durut,"(0) DDJH-R-A,INGR-R-A,BD62-R-A,BLJE-R-A",22.01. 13:44,-35.26%,"-35,26%","-32,40%",
244.,renatop,"(0) BLJE-R-A,VDKT-R-A,INA-R-A,IGH-R-A",21.01. 19:13,-35.53%,"-35,74%","-33,19%",
245.,Icocin,"(0) DLKV-R-A,INGR-R-A,VDKT-R-A",22.01. 00:23,-36.19%,"-36,19%","-33,33%",
246.,doc40,"(0) VDKT-R-A,DLKV-R-A,INGR-R-A",21.01. 17:46,-36.40%,"-36,40%","-34,06%",
247.,dfrideri,"(0) ERNT-R-A,IGH-R-A,THNK-R-A,DLKV-R-A,BD62-R-A,DDJH-R-A",24.01. 01:36,-36.80%,"-38,70%","-33,63%",
248.,mmercedes,"(0) DLKV-R-A,DDJH-R-A,DIOK-R-A,PTKM-R-A,ADRS-P-A,IGH-R-A",21.01. 17:54,-38.86%,"-39,27%","-36,53%",i BD62-R-A
249.,MiaIII,"(0) DDJH-R-A,DLKV-R-A,IGH-R-A,BLJE-R-A",14.01. 17:38,-39.01%,"-39,01%","-37,13%",
250.,bokios,"(0) RIVP-R-A,DLKV-R-A,DIOK-R-A",22.01. 21:41,-39.09%,"-39,09%","-36,23%",
251.,miki10,"(0) DLKV-R-A,KSST-R-A,INGR-R-A",24.01. 09:04,-39.90%,"-39,90%","-36,74%",ne kupovati..
252.,asdfgh123,"(0) BLJE-R-A,DLKV-R-A,KSST-R-A",24.01. 14:37,-40.45%,"-40,45%","-37,28%",
253.,mali car,"(0) DIOK-R-A,INGR-R-A,PTKM-R-A",23.01. 08:06,-42.39%,"-42,39%","-39,27%",
254.,Zvonimir,"(0) IGH-R-A,ZABA-R-A,DLKV-R-A",21.01. 17:16,-43.52%,"-45,29%","-41,19%",
255.,ksst,"(0) VPIK-R-A,INGR-R-A,DIOK-R-A,KSST-R-A,BD62-R-A",23.01. 12:00,-43.71%,"-43,71%","-40,59%",
256.,ABERCROMBIE,"(1) VDKT-R-A,PTKM-R-A,DIOK-R-A",22.01. 14:18,-43.77%,"-43,77%","-40,91%",
257.,Accord,"(0) IGH-R-A,INGR-R-A,DLKV-R-A",23.01. 13:42,-48.49%,"-48,49%","-45,37%",
258.,kokky,"(0) INGR-R-A,IGH-R-A,DLKV-R-A",21.01. 18:08,-48.95%,"-48,95%","-46,61%",Neočekivani preporod građevinskog sektora!
259.,saba,"(0) DDJH-R-A,DIOK-R-A,IGH-R-A",22.01. 09:16,-50.29%,"-50,29%","-47,43%",
260.,divancic,"(0) DIOK-R-A,IGH-R-A,INGR-R-A,DLKV-R-A,BD62-R-A",13.01. 13:16,-52.64%,"-52,64%","-50,65%",virtualni
261.,belje,"(1) DIOK-R-A,ADPL-R-A,ADRS-R-A",21.01. 14:12,-52.89%,"-52,89%","-50,55%",
262.,lost,"(0) DLKV-R-A,DIOK-R-A,BD62-R-A",03.01. 23:32,-56.76%,"-56,76%","-58,25%",samo u igri...
263.,r00kie,"(0) DIOK-R-A,IGH-R-A,DLKV-R-A",21.01. 14:28,-62.03%,"-62,03%","-59,69%",
